id,event_timestamp,minutes
9,2021-05-05 09:07:46,2
10,2021-05-21 14:39:32,14
10,2021-05-01 05:03:25,8
10,2021-05-31 04:27:42,8
10,2021-05-09 22:26:59,15
10,2021-05-27 13:26:51,19
10,2021-05-20 07:32:40,22
10,2021-05-22 14:22:07,14
10,2021-05-02 03:42:01,9
10,2021-05-31 12:49:24,1
11,2021-05-18 10:27:11,7
11,2021-05-06 03:49:26,11
11,2021-05-06 09:43:31,8
11,2021-05-06 23:08:44,14
11,2021-05-20 19:50:19,8
11,2021-05-12 23:01:33,5
11,2021-05-04 09:56:10,7
12,2021-05-01 04:50:56,9
12,2021-05-11 00:17:17,7
12,2021-05-17 08:18:42,12
12,2021-05-14 04:09:31,8
12,2021-05-11 14:49:47,6
12,2021-05-30 19:23:46,7
12,2021-05-26 04:21:51,9
12,2021-05-04 08:34:09,10
12,2021-05-09 10:19:37,8
13,2021-05-20 01:28:05,7
13,2021-05-25 07:46:55,17
13,2021-05-08 12:07:20,16
13,2021-05-27 21:10:54,13
13,2021-05-26 00:48:37,12
13,2021-05-26 10:12:05,13
13,2021-05-15 12:34:27,14
13,2021-05-02 20:45:17,16
13,2021-05-23 17:51:55,2
15,2021-05-21 18:56:22,16
15,2021-05-30 01:42:44,12
15,2021-05-24 04:18:40,9
15,2021-05-02 06:30:54,17
15,2021-05-20 13:35:10,18
15,2021-05-14 01:50:14,12
15,2021-05-08 12:02:29,18
15,2021-05-24 08:39:34,5
15,2021-05-10 01:05:03,1
15,2021-05-08 01:53:50,1
16,2021-05-10 00:01:49,11
16,2021-05-16 15:59:08,6
16,2021-05-27 14:32:07,10
16,2021-05-31 03:26:32,11
16,2021-05-10 02:27:21,10
16,2021-05-30 14:24:32,9
16,2021-05-13 22:36:20,2
16,2021-05-14 14:31:11,2
16,2021-05-01 05:09:58,1
16,2021-05-21 19:47:57,1
17,2021-05-06 03:38:04,20
17,2021-05-18 20:00:57,20
17,2021-05-03 09:40:01,22
17,2021-05-19 01:30:57,19
17,2021-05-10 09:55:16,21
17,2021-05-21 11:16:31,24
17,2021-05-07 05:04:23,29
17,2021-05-07 09:19:52,1
17,2021-05-31 11:25:24,1
18,2021-05-17 10:41:48,15
18,2021-05-10 01:09:03,15
18,2021-05-11 19:54:10,10
18,2021-05-01 01:43:22,16
18,2021-05-10 01:34:31,8
18,2021-05-19 22:00:16,15
18,2021-05-09 10:45:20,17
18,2021-05-18 08:21:09,5
18,2021-05-02 07:13:43,5
18,2021-05-27 18:56:10,2
18,2021-05-05 07:46:38,1
19,2021-05-09 14:46:58,1
19,2021-05-30 22:23:49,3
19,2021-05-07 01:27:09,2
19,2021-05-28 05:55:31,1
19,2021-05-04 21:06:57,1
19,2021-05-01 15:31:10,1
19,2021-05-31 12:54:06,1
21,2021-05-27 09:59:02,13
21,2021-05-15 09:47:06,14
21,2021-05-18 01:08:55,20
21,2021-05-17 15:25:24,19
21,2021-05-09 11:42:50,11
21,2021-05-11 11:32:03,10
21,2021-05-25 04:05:04,4
21,2021-05-11 16:52:54,5
21,2021-05-12 09:24:30,3
22,2021-05-14 07:32:44,27
22,2021-05-05 02:11:14,19
22,2021-05-24 07:54:20,17
22,2021-05-02 23:10:52,20
22,2021-05-26 07:27:23,29
22,2021-05-13 05:59:10,21
22,2021-05-07 11:22:50,19
22,2021-05-03 06:41:47,20
22,2021-05-04 20:43:03,5
23,2021-05-08 18:17:27,5
23,2021-05-20 09:06:40,9
23,2021-05-01 00:45:07,8
23,2021-05-10 17:32:56,1
23,2021-05-16 18:17:33,3
23,2021-05-27 23:35:39,7
23,2021-05-25 07:08:05,3
23,2021-05-29 18:42:29,4
23,2021-05-08 19:54:15,1
23,2021-05-06 20:26:09,1
23,2021-05-11 17:49:12,1
24,2021-05-16 18:54:27,6
24,2021-05-26 10:29:27,10
24,2021-05-29 03:53:48,9
24,2021-05-01 16:37:35,7
24,2021-05-04 13:46:33,9
24,2021-05-07 23:11:57,11
24,2021-05-22 03:15:43,14
24,2021-05-27 06:20:51,9
24,2021-05-24 06:46:43,3
24,2021-05-09 18:41:38,3
25,2021-05-26 08:19:21,15
25,2021-05-04 05:28:57,9
25,2021-05-24 08:38:00,15
25,2021-05-08 16:02:20,13
25,2021-05-21 10:01:55,5
25,2021-05-22 12:44:05,5
25,2021-05-22 01:05:44,8
25,2021-05-13 11:27:49,1
25,2021-05-24 01:30:09,2
26,2021-05-11 19:07:24,6
26,2021-05-16 12:53:55,8
26,2021-05-17 11:10:51,10
26,2021-05-23 20:45:56,9
26,2021-05-27 03:32:22,3
26,2021-05-18 10:25:11,13
26,2021-05-15 03:00:23,2
26,2021-05-11 02:44:30,7
26,2021-05-15 12:14:37,1
26,2021-05-05 01:46:33,1
27,2021-05-11 22:25:51,15
27,2021-05-20 08:04:54,12
27,2021-05-10 13:42:06,8
27,2021-05-20 14:17:48,9
27,2021-05-14 05:13:37,8
27,2021-05-07 00:33:23,10
27,2021-05-29 23:51:31,16
27,2021-05-05 23:25:07,6
27,2021-05-27 20:58:09,1
28,2021-05-12 23:58:00,7
28,2021-05-05 12:00:04,9
28,2021-05-19 06:35:31,11
28,2021-05-12 15:06:59,18
28,2021-05-12 20:10:28,11
28,2021-05-07 03:23:28,11
28,2021-05-22 15:29:49,12
28,2021-05-13 18:43:02,12
28,2021-05-03 10:12:56,10
28,2021-05-06 08:43:11,1
29,2021-05-21 18:49:38,16
29,2021-05-24 03:37:55,23
29,2021-05-04 09:12:15,20
29,2021-05-27 01:17:12,20
29,2021-05-03 07:13:12,23
29,2021-05-06 10:05:31,11
29,2021-05-06 12:58:04,12
29,2021-05-09 08:13:29,3
30,2021-05-07 22:38:38,16
30,2021-05-24 15:09:24,9
30,2021-05-06 04:06:42,12
30,2021-05-19 10:57:19,22
30,2021-05-09 14:26:05,17
30,2021-05-14 03:36:19,15
30,2021-05-21 09:59:23,21
30,2021-05-07 18:19:19,8
31,2021-05-24 09:55:06,17
31,2021-05-16 21:12:21,24
31,2021-05-24 17:58:11,13
31,2021-05-15 23:59:12,29
31,2021-05-22 15:33:14,16
31,2021-05-13 05:51:13,18
31,2021-05-13 20:58:12,13
31,2021-05-18 03:38:16,18
31,2021-05-26 00:42:36,5
31,2021-05-05 01:54:29,2
31,2021-05-05 19:28:06,1
31,2021-05-20 22:59:35,3
31,2021-05-02 11:33:36,1
32,2021-05-08 22:10:34,7
32,2021-05-10 01:40:55,6
32,2021-05-18 12:01:56,6
32,2021-05-20 01:10:51,5
32,2021-05-28 05:11:30,10
32,2021-05-12 14:43:22,9
32,2021-05-20 21:03:06,5
32,2021-05-24 02:41:20,1
32,2021-05-29 05:44:49,3
32,2021-05-01 13:03:04,2
33,2021-05-17 14:46:37,11
33,2021-05-15 12:15:38,6
33,2021-05-10 22:13:26,10
33,2021-05-25 00:11:17,10
33,2021-05-03 23:20:16,10
33,2021-05-18 19:16:00,7
33,2021-05-01 13:54:36,9
33,2021-05-04 13:34:04,12
33,2021-05-30 05:35:09,5
33,2021-05-27 14:31:02,3
33,2021-05-29 16:29:23,3
34,2021-05-31 06:25:53,13
34,2021-05-12 12:06:27,13
34,2021-05-03 08:01:13,16
34,2021-05-18 15:22:58,14
34,2021-05-06 05:13:34,20
34,2021-05-02 21:28:18,11
34,2021-05-07 06:18:16,17
34,2021-05-29 22:52:52,13
34,2021-05-10 16:14:56,2
34,2021-05-07 08:00:54,5
34,2021-05-30 20:58:59,4
35,2021-05-13 21:47:23,6
35,2021-05-30 07:17:00,2
35,2021-05-03 11:54:20,7
35,2021-05-29 02:12:15,5
35,2021-05-20 21:51:33,9
35,2021-05-11 12:02:54,1
35,2021-05-23 01:31:06,5
35,2021-05-15 20:55:43,3
36,2021-05-13 06:32:13,4
36,2021-05-06 19:35:14,11
36,2021-05-10 16:16:01,8
36,2021-05-02 05:32:59,5
36,2021-05-14 20:14:06,9
36,2021-05-24 04:20:57,7
36,2021-05-29 08:27:52,2
36,2021-05-23 22:55:33,1
37,2021-05-03 16:26:33,5
37,2021-05-24 02:05:31,8
37,2021-05-23 08:39:18,9
37,2021-05-13 09:47:04,5
37,2021-05-05 16:38:30,3
38,2021-05-13 21:00:02,13
38,2021-05-19 14:09:38,11
38,2021-05-15 18:56:20,13
38,2021-05-09 00:45:19,13
38,2021-05-19 23:19:38,11
38,2021-05-08 09:03:24,10
38,2021-05-17 22:39:22,10
38,2021-05-11 18:20:24,9
38,2021-05-14 06:33:02,7
38,2021-05-10 05:53:40,1
38,2021-05-23 05:50:13,2
39,2021-05-18 16:34:33,11
39,2021-05-07 05:53:06,10
39,2021-05-10 08:03:45,10
39,2021-05-11 02:05:29,16
39,2021-05-06 20:10:01,9
39,2021-05-13 08:50:14,24
39,2021-05-03 21:01:05,13
39,2021-05-22 23:07:29,6
39,2021-05-16 08:47:38,1
40,2021-05-02 22:42:17,15
40,2021-05-10 19:45:31,10
40,2021-05-17 02:16:37,12
40,2021-05-23 12:28:10,17
40,2021-05-02 00:04:23,19
40,2021-05-10 10:20:17,5
40,2021-05-11 04:49:26,14
40,2021-05-31 03:17:35,4
40,2021-05-16 09:58:51,2
40,2021-05-05 20:54:21,2
40,2021-05-27 05:12:38,1
40,2021-05-01 04:19:16,1
41,2021-05-21 04:21:11,13
41,2021-05-17 02:56:41,8
41,2021-05-05 13:44:24,14
41,2021-05-11 21:36:42,17
41,2021-05-03 09:38:20,13
41,2021-05-26 16:08:48,18
41,2021-05-07 22:12:00,14
42,2021-05-21 05:37:08,7
42,2021-05-05 07:02:39,11
42,2021-05-18 17:39:26,11
42,2021-05-02 07:44:58,9
42,2021-05-12 22:41:33,11
42,2021-05-13 20:22:35,8
42,2021-05-07 13:05:07,9
42,2021-05-02 00:27:29,11
42,2021-05-29 08:08:24,2
43,2021-05-21 02:23:50,18
43,2021-05-02 19:00:27,10
43,2021-05-05 05:27:33,17
43,2021-05-26 15:03:51,16
43,2021-05-06 10:50:39,10
43,2021-05-14 04:48:05,19
43,2021-05-31 01:08:09,15
43,2021-05-04 06:54:34,1
44,2021-05-12 21:54:05,11
44,2021-05-31 06:42:59,10
44,2021-05-21 23:31:51,10
44,2021-05-14 23:03:25,8
44,2021-05-11 10:49:22,7
44,2021-05-01 13:12:53,8
44,2021-05-27 05:48:01,6
45,2021-05-09 16:08:52,17
45,2021-05-30 16:49:06,15
45,2021-05-07 09:38:07,12
45,2021-05-05 19:39:41,10
45,2021-05-11 08:43:29,8
45,2021-05-12 04:46:57,17
45,2021-05-21 17:16:02,4
45,2021-05-31 13:36:11,12
45,2021-05-04 06:37:13,1
45,2021-05-08 15:13:19,2
45,2021-05-16 14:52:15,1
46,2021-05-24 09:36:05,15
46,2021-05-04 02:32:32,20
46,2021-05-15 18:37:47,21
46,2021-05-13 05:35:50,16
46,2021-05-03 11:53:53,11
46,2021-05-26 01:33:55,17
46,2021-05-04 13:11:28,10
46,2021-05-14 23:04:11,11
46,2021-05-16 23:22:26,1
46,2021-05-27 22:30:37,4
47,2021-05-24 04:57:52,8
47,2021-05-23 20:35:30,9
47,2021-05-27 06:57:11,6
47,2021-05-10 20:36:02,8
47,2021-05-01 04:42:29,8
47,2021-05-12 23:18:24,9
47,2021-05-08 18:38:43,9
47,2021-05-01 00:01:25,1
47,2021-05-18 07:56:40,1
47,2021-05-01 22:40:38,1
47,2021-05-14 18:56:48,2
48,2021-05-27 06:13:22,13
48,2021-05-22 06:19:05,8
48,2021-05-20 08:32:34,7
48,2021-05-10 19:30:02,7
48,2021-05-02 22:15:27,9
48,2021-05-05 18:32:13,9
48,2021-05-08 15:23:19,4
48,2021-05-14 16:57:44,6
48,2021-05-29 10:44:40,3
49,2021-05-22 15:38:42,24
49,2021-05-31 07:07:38,27
49,2021-05-17 04:49:16,29
49,2021-05-21 20:41:34,20
49,2021-05-15 15:05:41,25
49,2021-05-04 05:23:17,23
49,2021-05-29 11:55:50,20
49,2021-05-26 23:07:29,23
49,2021-05-07 05:25:29,3
49,2021-05-04 01:15:38,1
49,2021-05-27 21:26:48,1
49,2021-05-29 11:21:03,2
51,2021-05-29 00:38:34,2
51,2021-05-28 23:38:37,4
51,2021-05-25 11:58:26,1
51,2021-05-09 06:01:32,1
51,2021-05-14 02:40:28,2
51,2021-05-17 22:12:38,1
51,2021-05-22 18:20:59,3
51,2021-05-11 23:20:34,2
51,2021-05-21 07:26:39,1
51,2021-05-13 07:06:21,1
52,2021-05-02 11:39:55,16
52,2021-05-16 04:44:06,12
52,2021-05-23 15:54:46,23
52,2021-05-24 13:08:32,16
52,2021-05-14 00:32:41,27
52,2021-05-05 17:01:47,30
52,2021-05-04 05:56:54,19
52,2021-05-31 14:14:50,6
52,2021-05-28 22:55:24,3
52,2021-05-18 14:17:07,2
52,2021-05-24 16:57:37,1
53,2021-05-03 01:10:34,15
53,2021-05-14 18:58:15,21
53,2021-05-08 00:14:38,14
53,2021-05-26 00:54:43,15
53,2021-05-18 04:39:30,18
53,2021-05-07 01:25:26,14
53,2021-05-01 09:43:38,2
53,2021-05-08 14:26:15,3
53,2021-05-17 07:12:37,1
53,2021-05-12 14:25:55,1
54,2021-05-09 20:59:40,12
54,2021-05-20 13:44:35,10
54,2021-05-25 09:26:30,15
54,2021-05-19 20:52:24,4
54,2021-05-14 23:32:34,4
54,2021-05-17 23:18:23,12
54,2021-05-15 18:26:08,13
54,2021-05-15 00:28:20,1
54,2021-05-29 09:36:43,3
54,2021-05-13 00:48:55,5
54,2021-05-24 10:37:36,1
54,2021-05-12 06:57:20,1
55,2021-05-18 18:37:25,26
55,2021-05-18 12:33:15,14
55,2021-05-23 22:43:01,29
55,2021-05-05 00:37:22,22
55,2021-05-09 18:34:27,20
55,2021-05-28 18:53:26,28
55,2021-05-10 16:41:32,18
55,2021-05-11 19:52:10,19
55,2021-05-10 04:07:53,2
55,2021-05-30 09:27:27,2
55,2021-05-25 10:37:37,1
55,2021-05-29 22:39:05,1
57,2021-05-15 16:12:45,10
57,2021-05-26 19:41:38,16
57,2021-05-23 19:29:34,14
57,2021-05-13 03:44:31,19
57,2021-05-13 06:38:34,20
57,2021-05-23 20:16:43,14
57,2021-05-14 22:37:36,19
57,2021-05-15 02:29:19,17
57,2021-05-28 04:25:15,16
57,2021-05-03 10:56:40,2
57,2021-05-13 11:05:34,1
58,2021-05-19 10:56:15,10
58,2021-05-04 08:04:03,13
58,2021-05-21 06:03:48,6
58,2021-05-07 10:07:57,9
58,2021-05-08 21:29:24,6
58,2021-05-25 09:24:43,7
58,2021-05-12 17:05:03,7
58,2021-05-03 16:16:31,8
58,2021-05-07 01:47:29,10
58,2021-05-27 10:20:27,2
58,2021-05-16 16:14:39,2
60,2021-05-13 14:27:29,9
60,2021-05-06 03:44:16,3
60,2021-05-12 16:43:14,5
60,2021-05-16 03:28:51,6
60,2021-05-18 18:51:46,4
60,2021-05-28 02:34:55,11
60,2021-05-15 14:17:15,11
60,2021-05-25 14:39:57,9
60,2021-05-05 06:40:42,1
60,2021-05-16 00:18:38,2
60,2021-05-24 03:51:52,2
61,2021-05-21 22:47:10,1
61,2021-05-22 18:47:22,4
61,2021-05-08 15:06:33,3
61,2021-05-22 19:57:29,4
61,2021-05-06 22:53:05,8
61,2021-05-01 03:06:51,3
61,2021-05-23 23:42:55,3
62,2021-05-07 07:52:47,12
62,2021-05-04 05:19:44,18
62,2021-05-13 01:49:53,18
62,2021-05-04 16:15:44,19
62,2021-05-17 15:38:27,11
62,2021-05-25 16:27:24,5
62,2021-05-22 16:49:48,19
62,2021-05-01 16:04:30,12
62,2021-05-07 18:16:17,1
62,2021-05-16 13:10:24,1
62,2021-05-09 05:54:27,1
63,2021-05-19 03:17:45,16
63,2021-05-06 09:54:27,9
63,2021-05-29 12:57:13,11
63,2021-05-03 00:46:33,9
63,2021-05-08 01:27:27,13
63,2021-05-31 18:47:01,12
63,2021-05-27 06:34:12,23
63,2021-05-12 03:24:40,13
63,2021-05-31 23:42:15,12
63,2021-05-05 03:23:20,2
64,2021-05-11 22:45:24,14
64,2021-05-13 08:07:08,8
64,2021-05-04 14:14:58,13
64,2021-05-06 05:13:19,14
64,2021-05-30 04:36:14,9
64,2021-05-16 07:18:03,12
64,2021-05-24 12:30:14,17
64,2021-05-11 05:52:11,11
64,2021-05-29 17:36:13,1
65,2021-05-28 20:01:09,12
65,2021-05-29 17:53:36,9
65,2021-05-08 10:03:13,13
65,2021-05-27 14:24:11,18
65,2021-05-14 06:06:19,13
65,2021-05-21 01:28:31,17
65,2021-05-13 17:51:59,15
65,2021-05-22 23:00:52,9
66,2021-05-03 22:17:01,10
66,2021-05-26 08:01:27,3
66,2021-05-13 06:24:10,6
66,2021-05-24 07:34:08,5
66,2021-05-23 06:44:59,10
66,2021-05-28 12:05:04,5
66,2021-05-14 04:11:17,7
66,2021-05-27 14:24:08,1
66,2021-05-27 08:21:07,2
67,2021-05-03 13:13:03,10
67,2021-05-02 03:43:58,14
67,2021-05-03 19:27:56,16
67,2021-05-13 06:39:30,21
67,2021-05-05 21:01:48,10
67,2021-05-12 07:44:46,19
67,2021-05-01 11:55:56,12
67,2021-05-26 18:48:58,9
67,2021-05-02 03:31:43,2
68,2021-05-20 05:49:50,18
68,2021-05-12 20:46:54,17
68,2021-05-01 08:33:19,12
68,2021-05-23 10:08:07,22
68,2021-05-04 13:05:39,21
68,2021-05-01 01:05:02,11
68,2021-05-23 15:43:21,23
68,2021-05-27 09:10:11,2
68,2021-05-04 08:27:29,1
68,2021-05-10 11:11:08,11
68,2021-05-18 22:48:58,1
69,2021-05-29 22:05:40,6
69,2021-05-03 01:04:40,13
69,2021-05-09 12:41:35,8
69,2021-05-28 17:13:01,12
69,2021-05-06 10:02:27,6
69,2021-05-15 16:09:13,4
69,2021-05-11 16:29:32,12
69,2021-05-28 21:46:13,9
69,2021-05-01 15:16:07,2
69,2021-05-13 03:34:40,2
69,2021-05-18 21:44:44,3
70,2021-05-20 12:47:52,3
70,2021-05-12 16:03:50,3
70,2021-05-11 21:55:22,6
70,2021-05-25 17:20:00,5
70,2021-05-16 09:00:09,7
70,2021-05-04 18:35:26,5
70,2021-05-27 12:56:40,9
70,2021-05-02 10:13:13,8
70,2021-05-13 04:00:23,2
71,2021-05-28 16:37:08,2
71,2021-05-06 23:27:36,1
71,2021-05-30 01:26:04,1
71,2021-05-23 07:42:47,1
71,2021-05-05 21:49:08,2
71,2021-05-31 15:20:24,2
71,2021-05-21 14:59:14,1
71,2021-05-05 07:28:01,1
72,2021-05-01 19:18:42,3
72,2021-05-11 14:48:24,6
72,2021-05-10 06:33:51,4
72,2021-05-21 08:12:22,4
72,2021-05-29 17:14:40,7
72,2021-05-17 05:00:23,14
72,2021-05-29 22:55:57,9
72,2021-05-03 22:23:14,9
72,2021-05-16 21:33:43,1
72,2021-05-01 19:41:19,7
72,2021-05-17 11:46:19,1
73,2021-05-28 15:40:45,20
73,2021-05-14 19:09:16,12
73,2021-05-26 15:00:21,27
73,2021-05-13 09:12:54,21
73,2021-05-18 10:04:18,19
73,2021-05-24 10:58:57,19
73,2021-05-15 13:33:25,8
73,2021-05-31 04:36:24,1
73,2021-05-24 22:49:06,8
73,2021-05-18 11:52:41,7
73,2021-05-23 17:02:12,1
73,2021-05-31 23:40:05,2
74,2021-05-29 10:58:41,4
74,2021-05-22 14:56:14,11
74,2021-05-08 16:37:41,8
74,2021-05-06 07:45:21,8
74,2021-05-16 06:43:44,11
74,2021-05-15 19:34:39,9
74,2021-05-16 21:27:16,12
74,2021-05-13 07:25:19,2
76,2021-05-08 14:27:32,5
76,2021-05-21 03:07:05,8
76,2021-05-25 12:17:45,9
76,2021-05-14 08:12:51,12
76,2021-05-06 06:31:42,5
76,2021-05-14 17:58:29,5
76,2021-05-03 06:55:55,3
76,2021-05-06 05:41:14,4
76,2021-05-29 17:07:27,1
76,2021-05-28 09:14:50,1
76,2021-05-07 01:10:31,1
76,2021-05-13 14:56:00,1
77,2021-05-24 01:28:56,19
77,2021-05-07 15:27:25,18
77,2021-05-25 23:16:33,8
77,2021-05-26 16:01:06,14
77,2021-05-31 21:39:18,15
77,2021-05-16 08:38:12,7
77,2021-05-21 01:34:15,21
77,2021-05-11 11:06:44,1
77,2021-05-13 20:47:32,1
78,2021-05-30 00:53:57,14
78,2021-05-22 20:54:17,9
78,2021-05-23 20:55:09,13
78,2021-05-01 07:38:46,10
78,2021-05-31 01:31:48,6
78,2021-05-07 18:55:52,4
78,2021-05-04 10:35:17,10
78,2021-05-09 01:18:34,11
78,2021-05-29 16:35:39,7
79,2021-05-25 00:23:59,1
79,2021-05-18 17:41:09,2
79,2021-05-03 05:11:51,4
79,2021-05-17 20:48:24,4
79,2021-05-31 08:28:14,1
79,2021-05-16 23:01:23,2
79,2021-05-17 16:15:26,2
79,2021-05-24 12:58:22,1
81,2021-05-27 09:04:16,1
81,2021-05-29 18:00:10,1
81,2021-05-16 16:11:57,2
81,2021-05-01 12:20:09,2
82,2021-05-06 15:13:05,12
82,2021-05-15 19:20:26,11
82,2021-05-23 21:27:42,9
82,2021-05-18 03:43:46,11
82,2021-05-12 15:28:55,17
82,2021-05-25 21:36:15,16
82,2021-05-13 11:08:49,12
82,2021-05-06 08:13:49,14
82,2021-05-30 17:12:50,1
82,2021-05-28 05:17:11,1
83,2021-05-12 06:56:07,21
83,2021-05-28 09:24:15,25
83,2021-05-17 14:05:57,26
83,2021-05-15 00:22:46,22
83,2021-05-03 14:25:19,24
83,2021-05-16 12:33:02,23
83,2021-05-31 11:35:25,33
83,2021-05-27 08:44:39,1
83,2021-05-27 17:36:54,21
83,2021-05-26 02:28:21,3
85,2021-05-29 23:01:49,5
85,2021-05-05 19:57:00,6
85,2021-05-08 03:40:28,11
85,2021-05-10 09:32:56,9
85,2021-05-20 20:23:13,3
85,2021-05-17 04:05:29,9
85,2021-05-25 20:37:47,16
85,2021-05-04 01:36:54,14
85,2021-05-02 03:19:32,1
87,2021-05-25 16:22:30,1
87,2021-05-11 17:02:15,1
87,2021-05-20 12:52:20,2
87,2021-05-13 21:47:59,4
87,2021-05-16 04:22:00,4
87,2021-05-04 20:48:43,3
87,2021-05-26 03:38:41,3
87,2021-05-13 21:46:05,3
87,2021-05-07 05:32:23,1
88,2021-05-17 15:42:45,13
88,2021-05-06 23:44:24,16
88,2021-05-02 04:22:04,16
88,2021-05-01 03:16:36,9
88,2021-05-21 23:49:25,13
88,2021-05-25 04:34:27,13
88,2021-05-02 10:48:56,15
88,2021-05-08 21:14:11,13
88,2021-05-27 12:32:30,1
88,2021-05-28 12:11:32,1
89,2021-05-03 09:07:06,10
89,2021-05-24 22:12:00,10
89,2021-05-23 10:57:51,9
89,2021-05-23 17:16:07,7
89,2021-05-17 15:09:55,9
89,2021-05-11 08:41:54,9
89,2021-05-08 10:56:01,10
89,2021-05-10 13:00:38,10
89,2021-05-30 20:05:55,4
89,2021-05-24 08:54:13,2
90,2021-05-12 15:28:53,15
90,2021-05-02 04:28:45,8
90,2021-05-30 16:44:06,11
90,2021-05-28 14:07:55,11
90,2021-05-01 03:40:17,8
90,2021-05-16 08:19:40,17
90,2021-05-26 06:49:30,20
90,2021-05-27 23:43:40,10
91,2021-05-30 00:42:04,9
91,2021-05-30 05:34:00,8
91,2021-05-20 00:11:31,7
91,2021-05-19 02:42:39,7
91,2021-05-01 22:47:07,4
91,2021-05-01 23:04:43,3
91,2021-05-25 20:47:10,1
91,2021-05-19 01:07:10,6
91,2021-05-07 18:57:12,4
92,2021-05-02 05:59:54,15
92,2021-05-31 03:12:28,14
92,2021-05-03 13:44:45,19
92,2021-05-27 15:42:21,24
92,2021-05-20 03:01:38,17
92,2021-05-07 18:07:43,21
92,2021-05-16 05:29:00,21
92,2021-05-28 08:35:39,28
92,2021-05-07 22:58:38,9
92,2021-05-20 15:38:39,1
92,2021-05-19 18:44:46,1
92,2021-05-30 05:33:59,1
92,2021-05-03 21:02:39,5
92,2021-05-17 23:09:24,1
92,2021-05-18 22:49:09,1
93,2021-05-27 02:08:17,12
93,2021-05-24 19:10:46,9
93,2021-05-22 10:29:35,5
93,2021-05-28 02:12:22,6
93,2021-05-07 07:29:28,9
93,2021-05-14 02:11:23,4
93,2021-05-30 06:24:21,4
93,2021-05-01 08:52:35,1
93,2021-05-29 15:56:48,2
93,2021-05-23 18:48:52,1
94,2021-05-14 15:37:15,17
