Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Partner: Data Analytics,"City of Johannesburg, Gauteng, South Africa",South Africa,Insurance,"Senior Business Analyst / SQL Developer, Data Scientist, Business Analyst, Partner: Data Analytics","South African Revenue Service (SARS), Porcupine Union, King Price Insurance",18,"University of South Africa/Universiteit van Suid-Afrika, Hoërskool Die Wilgers, TreQna University, Hoërskool Die Wilgers, TreQna University, University of South Africa/Universiteit van Suid-Afrika","Course in Taxation, 12, Six Sigma White Belt, , 12, , Six Sigma White Belt, , Course in Taxation","analysis, microsoft sql server, program management, business intelligence, business analysis, data warehousing, stakeholder management, data analysis, change management, data modeling, business process improvement, analytical skills, requirements analysis, business strategy","MCSE: Business Intelligence, MCPS: Microsoft Certified Professional, MCSE: Data Management and Analytics, MCSA: SQL Server 2012",
Data and Automation Specialist at SearchKings Africa,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data and Automation Specialist, Data Scientist Student, Junior Data Scientist, Junior Data Analyst, Junior Data Analyst Intern","SearchKings™ Africa, Accenture Song, Umuzi.org, The King James Group",7,,,,,
Senior Consultant. CX and Data-Driven Data Specialist.,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data Consultant, Rich Media Consultant, Data Specialist, Senior Data Consultant: Payments (Corporate and Investment Banking), Digital Analyst, Campaign Planner, Senior Consultant: Payments Data (Corporate and Investment Banking), Founder, Senior Consultant: Data and Analytics, Product Development Manager: Info Services; Specialist Data Scientist, Senior Consultant: Data Compliance (GDPR), Business Analyst, Head: Data Science (Corporate and Investment Banking)","LiveWell by Zurich, FridaySaturday Media, Standard Bank Group, IndiePlus, VML South Africa, ITWeb, Absa Group, Brandsh - The Mobile and Social Media Agency, SpotOn Consulting, MTN, IndieTickets, Freethinking",17,"University of South Africa/Universiteit van Suid-Afrika, University of Cape Town, GIBS Business School (Gordon Institute of Business Science), University of Cape Town, National School of the Arts, University of Cape Town","Information Science, Data Science with Python (Course), Data Science, 87.5, Strategic Leadership (Course), Strategy, 80, Product Management (Course), Product management, 85, National Senior Certificate, Music, Certificate, Internet and the Law",,"Internet and the Law, Storytelling Through Data Visualization Course, Data Cleaning in Python: Advanced Course, Pandas and NumPy Fundamentals Course, Python For Data Science: Fundamentals Course, Python For Data Science: Intermediate Course, Strategic Leadership, Storytelling Data Visualization and Information Design Course, Data Cleaning and Analysis Course, Data Science with Python, Product Management, Exploratory Data Visualization Course",
Specialist :Data Analyst,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data Analyst(Graduate), Data Analyst, Data Scientist, Business Analyst, Specialist :Data Analyst","WesBank, FNB South Africa, Capitec",7,"DataCamp, GIBS Business School (Gordon Institute of Business Science), University of Limpopo","certificates, Data Modeling/Warehousing and Database Administration, Certificate, Business, Management, Marketing, and Related Support Services, BSc (Mathematical  science), Mathematics and Statistics",,,
Senior Data Analyst at WesBank,"City of Johannesburg, Gauteng, South Africa",South Africa,Financial Services,"Senior Data Analyst, Junior Business Consultant / Data Scientist, Vacation Student","WesBank, Meraka Institute, CSIR, Moyo Business Advisory",9,"University of Pretoria/Universiteit van Pretoria, HTS Carel de Wet, HTS Carel de Wet, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Bachelor’s Degree, BSc Mathematical Statistics, Graduate, -, Bachelor’s Degree, BSc Mathematical Statistics, Graduate, Bachelor's Degree, BSc Mathematical Statistics, Graduate, Bachelor’s Degree, BSc Mathematical Statistics, Final year","matlab, c++, django, statistics, microsoft excel, vector calculus, powerpoint, python, public finance, machine learning, actuarial statistics, research, economics, git, data science, html, international trade, data analysis, microsoft word, mathematical analysis, microsoft powerpoint, sql, stochastic processes, postgresql, tableau, sas programming, public speaking, statistical sampling, r, microsoft azure, bayesian networks, d3.js, power bi, calculus, economic analysis","MPN Competency: Data Platform & Analytics Foundational for Data Platform Competency (MPN14354), MPN Competency: Data Platform & Analytics Foundational for Data Analytics Competency (MPN14356), Building Your First Dashboard, SQL Server Analysis Services - SSAS, Data Mining & Analytics, Machine Learning A-Z™: Hands-On Python & R In Data Science, MPN Competency: Business Intelligence for Data Analytics (MPN14350), Python and Django Full Stack Web Developer Bootcamp, Microsoft Certified: Data Analyst Associate, Microsoft - Developing SQL Data Models, Introduction to Data and Databases, The Query Editor, Introduction to Visualizations in Power BI, Tensorflow 2.0: Deep Learning and Artificial Intelligence Your progress",
Junior Data scientist | Machine Learning| ISTQB Certified Software Test Analyst,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data Scientist, Work readiness  program (soft skills), Software Test Analyst, Software developer trainee","Afrika Tikkun, Wipro, Absa Group, Mecer Inter-Ed, Liberty Group South Africa",4,"University of Johannesburg, University of Johannesburg, ExploreAI Academy, University of Cape Town, University of Johannesburg, Thabo Ntsako Secondary School","Bsc in computer science and informatics, programming, Artificial Intelligence, Higher Certificate, Data Science, Certificate In Data Science with Python, Data Science, Bsc in computer science and informatics, programming, 12",,"Microsoft Certified: Azure Developer Associate, Microsoft Certified: Azure Data Engineer Associate, Microsoft Certified: Azure Data Scientist Associate, ISTQB  Performance Testing, Become a Software Developer, Prepare for the CompTIA Network+ (N10-007) Certification, CompTIA Network+ (N10-007) Cert Prep: 8 Building a Real-World Network, DevOps Fundementals, Become a Data Analyst, Power BI Essential Training, Microsoft Certified: Power Platform Fundamentals, Microsoft Certified: DevOps Engineer Expert, ISTQB® Foundation Level",
,"City of Johannesburg, Gauteng, South Africa",South Africa,Computer Software,"Intern, Principal Scientist / Staff Engineer, Responsibility Council, Principal Scientist, Chief Technology Officer, Director, Internship, Senior Software Engineer & Machine Learning Engineer, Tutor, Lecturer for Natural Language Processing, Co-Founder, Machine Learning Lead, Senior Machine Learning Engineer & General Manager, Junior Software Developer, Senior Machine Learning Engineer, Head of Data, Principal Scientist & Staff Engineer, Assistant Lecturer, Intermediate Software Engineer & Data Scientist","University of the Witwatersrand, Lelapa AI, Cohere, Masakhane, University of Pretoria, HCOM, University of Pretoria/Universiteit van Pretoria, Retro Rabbit, DataCyte",16,"University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Bachelor of Science (BSc), Computer Science, Cum laude, Bachelor of Science (BSc) Honours, Computer Science, Cum laude, Master of Science (MSc), Computer Science, Cum Laude, Master of Science (MSc), Computer Science, Master of Science (MSc), Computer Science","windows, java, c++, programming, artificial intelligence, software development, uml, c#, mysql, software design, microsoft office, python, jquery, netbeans, .net, xml, data science, html, computer science, json, design patterns, android development, eclipse, linux, visual studio, software engineering, sql, javascript, postgresql, web development, html 5, oop, php, c, css",,
Data Scientist | Data Analyst at Standard Bank Group,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Junior Data Scientist, Data Analyst, Data Science Intern, Data Scientist","Explore Data Science Academy, Standard Bank Group, QUANT SOLUTIONS LTD, Old Mutual South Africa",7,"ExploreAI Academy, Southdowns College, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Advanced Data Science, -, Bachelor's degree, MATHEMATICS AND STATISTICS, Bachelor's degree, Mathematics and Statistics",,AWS Academy Graduate - AWS Academy Cloud Foundations,
Customer Service Representative / Frontend Developer / Data Scientist/ Medical Coding Specialist/Debtors Controller,"City of Johannesburg, Gauteng, South Africa",South Africa,Defense & Space,"Managing Director, Data Analyst, Senior Medical Coder, IT Consultant, English Second Language Tutor, Data Scientist, Medical Coding Specialist, Fleet Manager","Preply, MES SHUTTLE SERVICES, Vukizenzele Ramson Projects, Clinix Health Group (Pty) Ltd, BITES - Defence & Aerospace Technologies, Microsoft",12,"University of the Witwatersrand, University of the Witwatersrand","COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES, Computer and Information Sciences and Support Services",,"Introduction to Data Analysis using Microsoft Excel, What is Data Science?, Diploma in Business Administration, Advanced Diploma in Legal Studies and Business",
Data Scientist at Standard Bank Group,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Analyst Innovation & Automation, Data Analyst, Junior Developer, Internship Trainee, Data Scientist, Data Science Learner",Standard Bank Group,5,"University of Venda for Science and Technology, University of Venda for Science and Technology","Bachelor of Science - BS, COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES, Bachelor of Science - BS, Computer and Information Sciences and Support Services",,"PCAP - Certified Associate in python programming, Microsoft Certified: Power BI Data Analyst Associate, Learning Microsoft PowerApps, Learning SQL Server 2017, Systems Thinking, Microsoft Certified: Azure Fundamentals, Microsoft Power Automate: Advanced Business Automation, CCA Spark and Hadoop developer",
Class Of at Rand Merchant Bank,Johannesburg Metropolitan Area,South Africa,,"Private Equity Analyst, Quantitative Analyst, Analyst, Quantitative Analyst/ Data Scientist, Summer Internship, Quantitative Research Project, Business Intelligence Analyst, Promotions Officer, Data Scientist/Quantitative Analyst, Class Of, Financial Engineer / Technical Structurer, Algorithmic Trading Quantitative Analyst","VWV Group SA, RMB - Rand Merchant Bank, Mergence Investment Managers, Datora Pty Ltd, Rand Merchant Bank, FNB South Africa, Tax Efficient Accounting",13,"Crawford College Sandton, University of the Witwatersrand, CFA Institute, University of Cape Town, University of the Witwatersrand","High School, Bacherlor of Science (BSc) Honours, Pure Mathematical, Certificate in Quantitative Finance, CFA 1, Master of Science - MS, Quantitative Finance, Bachelor of Science - BSc, Computational and Applied Mathematics",,Algorithmic Trading & Quantitative Analysis Using Pytho,
Actuarial Consultant,"Johannesburg, Gauteng, South Africa",South Africa,,"Actuarial Specialist, Actuarial Consultant, Data Scientist, Consultant, Actuarial Analyst","Safrican Insurance Company, Centriq Insurance, FirstRand, Independent Actuaries & Consultants (Pty) Ltd, Freelance, FNB South Africa, Old Mutual Limited",12,"Prestige College, University of the Witwatersrand","National Senior Certificate, 7 distinctions, Dux Scholar, Bachelor of Science - BS, Actuarial Science",,,
Data Scientist @ Absa Group | Certified AWS Cloud Solution Architect,"City of Johannesburg, Gauteng, South Africa",South Africa,Information Technology & Services,"Associate Vice President - Marketing & Communications, Specialist Data Scientist, Transformation Lead - Data & Cloud, Project Manager, Senior Data Analyst, Scrum Master / Agile PM & Big Data Engineer, Manager Projects, Systems Engineer, Associate Programmer, Scrum Master / Development Manager & Data Engineer","LTI - Larsen & Toubro Infotech, Polaris Software Lab, Royal Bank of Scotland, Project Management Institute Chennai Chapter, Absa, Absa Group, Scope International, iFlex Solutions",25,"Madurai Kamaraj University, Holy Redeemer's Higher Secondary School, Aditanar College of Arts & Science, Virapandianpattinam, Tiruchendur - 628 216 Thoothukudi District., Holy Redeemer's Higher Secondary School, Madurai Kamaraj University","Master of Computer Applications - MCA, Information Technology, -, Bachelor's degree, Physics, MCA, Information Technology","core banking, apache kafka, apache hadoop, kanban, project planning, scrum master, apache spark, bancassurance, websphere mq, requirements gathering, marketing communications, oracle, requirements analysis, program management, python, java enterprise edition, social media marketing, solution architecture, cloudera, hive, agile methodologies, devops, vendor management, resource management, pmp, ms project, software development life cycle (sdlc), hadoop, data science, enterprise architecture, project governance, soa, project management, change management, user acceptance testing, quality center, software project management, analysis, big data analytics, business analysis, big data, project delivery, sdlc, sentry, pl/sql, project portfolio management, scala, pmo, sqoop, pmi trained","PMP® - Project Management Professional , MapR Certified Spark Developer (MCSD), PMP® - Project Management Professional, MapR Certified Spark Developer 1.6, Introduction to Data Science in Python, Probability and Statistics, AWS Certified Solutions Architect – Associate, Professional Scrum Master",
Data Scientist | HR Management │ IT │ Seeking Opportunities | Open to New Challenges | Team lead| Project lead | SQL | Power BI |,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data Scientist, Data Science Intern, Intern","ZyberFox, ExploreAI Academy",1,Tshwane University of Technology,"Diploma in human resource, Human Resources Management/Personnel Administration, General",,,
Data Scientist Trainee || FNB South Africa,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Data Scientist Trainee, Transaction Manager Intern, Founder / private tutor, Data Scientist Graduate Trainee, FirstJob Graduate, Founder / Tutor, FirstJob Graduate - Transaction Manager","WeTutor@UP(With SmartX), WeTutor@UP, FNB South Africa, RMB - Rand Merchant Bank",2,"University of Pretoria/Universiteit van Pretoria, University of South Africa/Universiteit van Suid-Afrika, University of Pretoria/Universiteit van Pretoria, University of the Witwatersrand, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","BSc Mathematical Statistics, MATHEMATICS AND STATISTICS, Bachelor of Science Honours, Statistics, BSc Mathematical Statistics, -, BSc Mathematical Statistics, BSc Mathematical Statistics, Mathematics,Statistics and Economics, Bsc Actuarial and Financial Maths, Banking and Financial Support Services",,"Process Efficiency Awareness Programme(White Belt), SAS® 9.4 Cert Prep: Part 04 Preparing Data, Python Quick Start, SAS® 9.4 Cert Prep: Part 08 Controlling Data Step Processing, SAS® 9.4 Cert Prep: Part 05 Analyzing and Reporting on Data, SAS® 9.4 Cert Prep: Part 02 Accessing Data, Python in Excel, SAS® 9.4 Cert Prep: Part 03 Exploring and Validating Data, Golden key international honour society, Data Visualization with Power BI, SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS, Machine Learning Foundations: Probability, Level Up: SQL, SQL Essential Training, SAS® 9.4 Cert Prep: Part 01 SAS Programming Essentials, SAS® 9.4 Cert Prep: Part 06 Exporting Results, University of Johannesburg online short course, African Insights 2021, SQL for Data Analysis, Artificial Intelligence in the 4IR, Learning MATLAB",
Co-Founder at Incalm,"City of Johannesburg, Gauteng, South Africa",South Africa,,"Pharmacist Intern, Founder & CEO, Pharmacist, Health Fitness Specialist, Data Scientist - Asset & Liability Management, Chief Executive Officer, Senior Data Scientist - Asset & Liability Management, Founder, CEO & Augmented Reality Designer, Data Scientist, Founder and CEO, Augmented Reality Designer","Self-employed, FLEKSY, Temujin Life, Orca Technology, Amidel, Imagined Earth, PharmaFit, Liberty Group South Africa, Incalm, Tyrone Pharmacy, The Local Choice Pharmacy",5,"Yale University, Coursera, Udemy Alumni, Udemy Alumni, Rhodes University, Falcon College, Falcon College, Udemy Alumni, Udemy Alumni, Rhodes University, Rhodes University","Certificate In Financial Markets, Business and Personal/Financial Services Marketing Operations, Introduction to Augmented Reality and ARCore, Game and Interactive Media Design, Build 15 Augmented Reality Apps with Unity and Vuforia, Augmented Reality, Certificate: Tensorflow 2.0: Deep Learning and Artificial Intelligence, Machine Learning & Neural Networks for Computer Vision, Time Series Analysis, Reinforcement Learning, Bachelor of Pharmacy - BPharm, Pharmacy, Cambridge O' and A' Levels, Cambridge O' and A' Levels, Build 15 Augmented Reality Apps with Unity and Vuforia, Augmented Reality, Certificate: Tensorflow 2.0: Deep Learning and Artificial Intelligence, Machine Learning & Neural Networks for Computer Vision, Time Series Analysis, Reinforcement Learning, Bachelor of Pharmacy - BPharm, Pharmacy, -",,,https://github.com/dominicmazvimavi
Junior Data Professional,Johannesburg Metropolitan Area,South Africa,,"Deskbound Digital Portfolio Manager intern, Deskbound Digital Portfolio Manager, Digital Portfolio Manager intern, Digital Portfolio Manager, Trainee, Data Scientist intern","Explore Data Science Academy, BCX, FNB South Africa, ExploreAI Academy",7,"University of the Witwatersrand, Bhande High School, Explore Data Science Academy, The Da Vinci Institute","Bachelor's degree, Mechanical Engineering, 2nd, National Senior Certificate (Matric), Mathematics and science, 12, National Certificate NQF5 in Information Technology 
(Systems Development- Data Science), Information Technology/ Data Science, 89%, Higher certificate Project management, Management of technology and innovation",,"Introduction to Relational Database in SQL, Introduction to Data Science in Python, Certified Data Scientist, Introduction to Python, Intermediate Python, Introduction to SQL",
AI Solution Director - SandTech | Driving Innovation with Big Data,"City of Johannesburg, Gauteng, South Africa",South Africa,Computer Software,"Program Lead, Senior Data Engineer, Technical Lead, Data Science Intern, B.Sc (Hons) Student, Technical Program Manager, Mentorship Student, AI Solutions Director, M.Sc. Student, Intern, Data Scientist","Explore Data Science Academy, Forestry and Agricultural Biotechnology Institute, BCX, EXPLORE AI, EXPLORE-AI, Sand Technologies, University of Pretoria/Universiteit van Pretoria, ExploreAI, Bidvest ALICE",11,"University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Bachelor of Science (BSc), Biotechnology, Distinction, Bachelor's Degree, BSc (Hons) Genetics, Distinction, Master of Science - MS, Bioinformatics, 83%","biotechnology, molecular biology, research, biochemistry, microsoft office, life sciences, science, data analysis, cell culture, microbial ecology, statistics, genetics, microbiology, pcr","Academy Accreditation - Databricks Lakehouse Fundamentals, Databricks Certified Associate Developer for Apache Spark 3.0, Duolingo French Fluency: Elementary (Estimated), Microsoft Certified: Azure Fundamentals, Microsoft Certified: Azure Data Fundamentals",
