Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Data analyst,"Polokwane, Limpopo, South Africa",South Africa,,"Education Assistant, Data analytics officer, Data Scientist, Data Science Intern, Data Analyst","Nedbank, Siphumelele Secondry School, GetBucks Microfinance Bank, University of Limpopo @ULVarsity, University of Limpopo, Godrej Group, getbucks, Explore Data Science Academy",6,"Explore Data science academy, University of Limpopo, university of Limpopo, Explore Data science academy","NQF Level 5 certificate, Data science, tertiary, BSC Computer science, Computer Science, completed, BSC Computer science, Computer Science, completed, SETA certificate, Data science, tertiary",,Certified Data Scientist,"cape town water crisi, customer segmentation in business banking, house pricing"
Mathmatician | Data Scientist | Business Analyst at ZZ2,"Polokwane, Limpopo, South Africa",South Africa,Food Production,"Data Scientist, Business Analyst, Lead Data Scientist, Logistics Clerk","RCL Foods, ZZ2",14,"University of Johannesburg, University of South Africa/Universiteit van Suid-Afrika, HTS Tom Naude, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika, HTS Tom Naude, University of South Africa/Universiteit van Suid-Afrika","National Diploma, Transportation/Mobility Management, Bachelor of Science (B.Sc.), Mathematics and Computer Science, Grade 9 - 12, Honours, Computer Science, Bachelor of Science (B.Sc.), Mathematics and Computer Science, , Grade 9 - 12, Bachelor of Science in Computing, Computer Science, Bachelor of Science","demand forecasting, budgets, time management, logistics, first aid level 2, asset tracking, c, outlook, negotiation, powerpoint, mathematics, warehousing, logistics management, team building, supply chain, real time monitoring, c++, first aid level 1, microsoft office, leading positive change, business model innovation, technological innovation, business analysis, microsoft excel on steroids handbook 1, 2 and 3, new business development, strategic planning, management, team leadership, business strategy, microsoft excel, challenge driven, route optimization, object-oriented programming (oop), transportation, route analysis, change management, problem solving, c#, microsoft word, customer service, route to market, route planning, budget forecasts, business intelligence, qt creator",,
Researcher| Soil Scientist| Agronomist | Data Scientist | Computer Literacy facilitator| Agricultural Advisor| plant production Lecturer,"Polokwane, Limpopo, South Africa",South Africa,,"Lecturer, Data scientist intern, Assistant Agricultural Practioner, Computer Literacy facilitator, Postgraduate Intern","Tompi Seleka College of Agriculture, Hgro Training College (Inyoni Boerdery), Department of Agriculture Land Reform and Rural Development, University of Limpopo, ExploreAI Academy",4,"University of Limpopo, Explore Data Science Academy, University of Limpopo, Ditlalemeso Secondary School, University of Limpopo","Master of Science in Agriculture, Soil Science, Data Science, Statistics Mathematics and Technology, PGCE, EDUCATION, National Senior Certificate, Bachelor of Science Agriculture, Soil Sciences",,Introduction to SQL and Databases Course,
Founder at Afriven Data Group,"Polokwane, Limpopo, South Africa",South Africa,,"Educator, Co-Founder, Lead Teacher for Mathematics GET &FET, Founder & Data Scientist.","Afriven Data Group, Department of Basic Education, Blended Academy, Tsebo Education Network",7,"University of South Africa/Universiteit van Suid-Afrika, University of Limpopo @ULVarsity","Bachelor of Science, Applied Mathematics, Bachelor's degree, EDUCATION",,,
"Data engineer with Data science experience within Finance, insurance and Credit Bureau","Polokwane, Limpopo, South Africa",South Africa,,"Jnr Data Scientist, Data Engineer, Data Science Intern, Data Scientist","Old Mutual Limited, Explore Data Science Academy, Mettus, FNB South Africa",5,"University of Limpopo, Explore data science academy","Bachelor of Science (B.Sc.), Mathematics and Computer Science, -",,"AWS Certified Cloud Practitioner, Introduction to SQL, AutoML Starter, Supervised Machine learning with Scikit-learn",
Financial Services,"Polokwane, Limpopo, South Africa",South Africa,Financial Services,"Senior Data Scientist, Credit Risk Analyst- Existing Customer Management , Credit Risk Analyst- Existing Customer Management, Credit Risk Analyst, Quantitative Analyst","Absa Group, FNB South Africa, Barclays Africa Group Limited",9,"North-West University/Noordwes-Universiteit, North-West University/Noordwes-Universiteit, North-West University/Noordwes-Universiteit, North-West University/Noordwes-Universiteit","Bachelor’s Degree, Computer science and Mathematical Sciences, Business Analytics, Honours, Master’s Degree, BMI- Business Analytics, , Business Analytics, Honours","english, data analysis, project management, sql, java, microsoft office, databases, business analysis, programming, prolog, teamwork, research, microsoft excel, latex, r, microsoft word, public speaking, sas programming, powerpoint, leadership, analysis",,Development of a Central Database for the Witrand Physical Rehabilitation Unit
Aspiring Data Scientist,"Polokwane, Limpopo, South Africa",South Africa,,"Receptionist, Data Scientist","KELEYA INVESTMENT, ALX Foundations",2,Honoris Educational Network,"Bachelor of Business Administration - BBA, Jammi Femme programme 2023",,,
Data Science and Analysis | Data Engineering & Machine Learning Enthusiast | follow me on twitter @DataEn_ZA,"Polokwane, Limpopo, South Africa",South Africa,,"Data scientist trainee, Site Agent, Employee, Student Trainee, Intern, Lab Assistant and general worker","CoGHSTA, Mocha Labs, PITSI BUSINESS ENTERPRISE, SML PROJECTS LIMITED, ExploreAI Academy",6,"Mopani TVET, Capricorn TVET, ExploreAI Academy","Vocational Certificate, Civil Engineering Technology/Technician, Technical Diploma Civil Engineering and Building constructiom, NQF 5, data Science",,"AWS Certified Cloud Practitioner, Data Analysis in python, intermediate python, introduction to SQL, Data Visualization Using Python, Introduction to Programming Using Python",
"Organised, independent worker with strong time management skills. Detail-oriented and learns new tasks quickly. Possesses excellent memory and aptitude for calculations.","Polokwane, Limpopo, South Africa",South Africa,,"Data Scientist, Business Development Advisor, Insurance and asset management","ExploreAI Academy, Standard Bank Group, Mpileng Group (Pty) Ltd",2,"University of Limpopo, University of Limpopo","Bachelor of Commerce - BCom, Bachelor of Commerce - BCom, Business management",,,
--,"Polokwane, Limpopo, South Africa",South Africa,,"Computer science lab assistant, Junior Data Manager, Recruiter, Data Scientist","DIMAMO Population Research Centre, University of Limpopo, DIMAMO PHRC | MADIVA Research Hub project, computer science department, University of Limpopo, Alfred&C-lectors private tutors Pty Ltd",4,"Cisco Networking Academy, Cisco Networking Academy, Simplilearn Alumni, University of Limpopo, University of Limpopo, University of the Witwatersrand","introduction to cybersecurity, Computer Science, Introduction to IOT, Computer Science, Introduction to Data analysis, Data Processing and Data Processing Technology/Technician, Bachelor of mathematical Science - BS, computer science and statistics, honors degree, Computer Science, 70%, Master of Science - MS, Data science",,,
Data Scientist at ExploreAI Academy,"Polokwane Local Municipality, Limpopo, South Africa",South Africa,,Data Scientist,ExploreAI Academy,0,,,,,
Data Science and Analysis | Data Engineering & Machine Learning Enthusiast | follow me on twitter @DataEn_ZA,"Polokwane, Limpopo, South Africa",South Africa,,"junior data scientist trainee learnership, Site Agent, General labourer, Student Trainee, Intern, Employee","CoGHSTA, Mocha Labs, PITSI BUSINESS ENTERPRISE, SML PROJECTS LIMITED, ExploreAI Academy",6,ExploreAI Academy,"NQF 5, data Science",,"AWS Certified Cloud Practitioner, Data Analysis in python, intermediate python, introduction to SQL, Data Visualization Using Python, Introduction to Programming Using Python",
Self-Taught Data Scientist | Python | Machine Learning Enthusiast.,"Polokwane, Limpopo, South Africa",South Africa,Research,"Ambassador, SELF TAUGHT DATA SCIENTIST, FREELANCER, Freelance Software Engineer, Teacher","TEACH South Africa, Department for Education, Freelance, Statistics South Africa",10,"University of Limpopo, University of Limpopo, Code with mosh, Monyong Secondary School, University of Limpopo, Code with mosh, Code with mosh, Code With Mosh, University of Limpopo","Bachelor of Science - BS, Mathematics and Computer Science, Bsc Honors, Applied Mathematics, Coding Certificate, Computer Software Engineering, Grade 12, Mathematics and Science, Bsc, Mathematics and Applied Mathematics, Coding Certificate, Ultimate Java Part1: Fundamentals, Coding Certificate, The complete Python mastery, Coding certificate, Java Programming: Object Oriented Programming, Bsc Honors, Applied Mathematics","microsoft word, html, microsoft powerpoint, microsoft excel, latex","Fundamentals of Java, Python Programming Mastery, Grade 12 National senior certificate, Object Oriented Programming in Java",
Data Scientist @ Standard Bank Of South Africa,"Polokwane, Limpopo, South Africa",South Africa,Computer Software,"COMPLETED MY DEGREE, Data Scientist","NONE, Standard Bank South Africa",7,UNIVERTY OF LIMPOPO,"BSC (MATHEMATICAL SCIENCE), Computer Science, COMPLETED",,Negotiating Your Salary,
Data scientist,"Polokwane, Limpopo, South Africa",South Africa,,"Student, Data Scientist","Self-employed, student at explore",3,,,,,
Data Scientist at Council for Scientific and Industrial Research (CSIR),"Polokwane Area, South Africa",South Africa,Research,"NRF-Intern, statitics graduates bsc, Teaching, Data Scientist","Council for Scientific and Industrial Research (CSIR), none, The National Research Foundation of South Africa (NRF), JEPPE",10,"University of Limpopo, University of Limpopo","Bachelor's degree, Mathematics and Statistics, Bachelor's degree honours, Mathematical Statistics and Probability, Bachelor's degree, Mathematics and Statistics",,ISTQB,
Graduate BI Developer/Data Analyst/ Data Scientist at Sasfin,"Polokwane, Limpopo, South Africa",South Africa,Banking,"Data Scientist Contractor, Graduate BI Developer/Data Analyst/ Data Scientist, Co-Founder, Student","Council for Scientific and Industrial Research (CSIR), KEDT Analytics, Sasfin Bank, McKinsey & Company",6,"University of Limpopo, University of Limpopo, University of the Witwatersrand","BSc(Mathematical Science), Mathematics and Statistics, Honours degree, Statistics, MSc, e-Science (Data Science), Science",,,
Computer Facilitator at University of Limpopo,"Polokwane, Limpopo, South Africa",South Africa,Government Administration,"Mathematics Educator, Computer Facilitator, Computer Lab Assistant, Data Scientist","ALSELECT AI, Limpopo Department of Education, University of Limpopo",11,"University of Limpopo, University of Limpopo, University of South Africa/Universiteit van Suid-Afrika","Bachelor of Science (BSc), Computer Science, BSc, Computer Science, Postgraduate Certificate In Education, Mathematics and Technology","customer service, teaching, team building, microsoft word, microsoft excel, microsoft office",,
