Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Junior Data Scientist at Ignition Group,Durban Metropolitan Area,South Africa,,"Analytical Development Lab Analyst Intern, Junior Data Scientist, Data Science","Fine Chemicals Corporation, Ignition Group",8,"Cape Peninsula University of Technology, Explore Data Science Academy","Applied Science, Biotechnology, Data Science",,"Power BI: A-Z, Introduction to SQL, Statistical Thinking in Python (Part 1), Introduction to Shell, AWS Essentials, Statistical Thinking in Python (Part1), Microsoft SQL from A-Z, Statistics for Data Science and Business Analysis, Python Data Science Toolbox (Part 2), Introduction to Python, NLP-Natural Language Processing with Python, SQL & DatabaseDesign A-Z, Intermediate Python, Python Data Science Toolbox (Part 1), Statistical Thinking in Python (Part2), Introduction to Data Visualisation in Python, Agile crash course: Agile Project Manangment",
Data Scientist | BTech IT (DUT); Higher Certificate in Data Science (EDSA),"Durban, KwaZulu-Natal, South Africa",South Africa,Information Technology & Services,"Data Scientist, Sharepoint Developer, Data Science Intern, Junior Systems Developer, Sales Assistant, Junior Software Developer, Microsoft Student Partner, Software Developer Intern, Software Developer, Data Scientist Trainee","Explore Data Science Academy, Creative Software, pilotfish digital, @home Galleria, DESign South Africa Group, Microsoft, Autopilot Workflow Solutions, First Technology, African Bank",13,"Durban Institute of Technology, IU International University of Applied Sciences, Kingsway High School, Kingsway High School","National Diploma, Information Technology, Bachelor of Applied Science - BASc, Data Science, Matric","vb.net, sql, powerpoint, windows, java, windows azure, software development, asp.net, programming, javascript, microsoft sql server, html5, windows phone, xml, sharepoint, visual basic, visual studio, visual basic .net (vb.net), html, c#, cascading style sheets (css), mobile applications, wcf services, knockoutjs, css, mvc, microsoft word, databases, jquery, microsoft office, research","Microsoft Certified: Azure AI Fundamentals, Python for Data Science and Machine Learning Bootcamp, IBM DB2 Certified Academic Associate, Microsoft Certified: Azure Data Fundamentals","Nokia Microsoft Hackathon entry - first round, First unofficial Windows Phone app for Durban University of Technology, MyDUT v2.0 app"
Part-time Data Scientist at Open Cities Lab.,"Durban, KwaZulu-Natal, South Africa",South Africa,Research,"GIS Analyst, Data Scientist, Senior Manager : Programs, Research And Policy Analyst, Assistant Project Leader, Lecturer, Self Employed","Self-employed Freelancer in research and policy analysis., Open Cities Lab, Freelance, Development Bank of Southern Africa, eThekwini Local Government, Human Science Research Council, University of Venda, Local Government Durban",35,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, South African College High School","Bachelor of Social Science Honours, Air Pollution, Environmental Law, Research Methods, Fluvial Systems, Waste Management,, Masters in Social Science, Biogeography, Environmental Education, Environmental Management, Remote Sensing,, Bachelor of Social Science., Economics, Geography,, Bachelor of Social Science., Economics, Geography,, Bachelor of Social Science Honours, Air Pollution, Environmental Law, Research Methods, Fluvial Systems, Waste Management,, Bachelor of Social Science Honours, Air Pollution, Environmental Law, Research Methods, Fluvial Systems, Waste Management,, Bachelor of Social Science., Economics, Geography,, Matric","geography, public policy, urban planning, leadership, government, gis, spss, environmental awareness, report writing, spatial planning, management, proposal writing, remote sensing, market research, environmental planning, land use planning, climate change adaptation, arcgis, policy, project management, geographic information systems (gis), environmental policy, economic development, community development, sustainable development, qualitative research, environmental impact assessment, land use, program evaluation, policy analysis, program management, spatial analysis, data analysis, sustainability, local government, analysis, statistics, natural resource management, analytical skills, strategic planning, research, regional planning",,
"Data Scientist Graduate Trainee at M-Pesa Africa, Vodacom.","Durban, KwaZulu-Natal, South Africa",South Africa,,"Mathematics Tutor, Intern, Big Data & AI Intern: M-Pesa, Mathematical Economics Tutor, Data Scientist: Discover Graduate Trainee, Quatinitative Methods in Economics Tutor, High School Mathematics Tutor","Quantify Your Future, Vodacom, University of Pretoria/Universiteit van Pretoria, University of KwaZulu-Natal, The Tutor Service, Online Learning Academy",5,"ExploreAI Academy, University of Pretoria/Universiteit van Pretoria, Thomas More College, University of KwaZulu-Natal, University of KwaZulu-Natal, Thomas More College Kwa-Zulu Natal, University of KwaZulu-Natal, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of KwaZulu-Natal, Thomas More College Kwa-Zulu Natal","Higher Certificate, Data Science, BSc Biological Science, Biology/Biological Sciences, General, -, Bachelor of Science - BSc, Mathematics and Economics, Bachelors of Commerce (BCom) Honours, Economics, -, Honours, Economics, BSc Biological Science, Biology/Biological Sciences, General, Bachelor’s degree, Mathematics, Bachelor of Science - BSc, Mathematics and Economics, Summa Cum Laude (80% or above), -",,"University of Pretoria Tutor Training, Golden Key, Quantify Your Future Virtual Internship Programme",
Integrity Software,"Durban, KwaZulu-Natal, South Africa",South Africa,Information Services,"Data Scientist, Director, Account Manager/BI, Chief Operating Officer, Mathematics Teacher","Integrity Software, Thumbtribe Digital Agency, Lexis Nexis SA, Mr Price Group, CURRO",12,"University of Cape Town, St Mary's DSG Kloof","Bachelor of Science (BSc) Honours, Mathematics and Applied Mathematics, Matric",,,
Specialist: Business Assurance | Power BI Data Analyst | Python  | Machine Learning,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Specialist - Business Assurance, Graduate Data Scientist",MTN South Africa,3,"University of Johannesburg, University of Johannesburg","Bachelor of Engineering Technology Honours - BEngTechHons, Electrical Engineering, Bachelor of Engineering Technology - BEngTech, Electrical Engineering",,"Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Power BI Data Analyst Associate, [PCAP-31-03] PCAP – Certified Associate in Python Programming",
Data Scientist at Mr Price Apparel,"Durban, KwaZulu-Natal, South Africa",South Africa,Retail,"Analytical Software developer, Data Scientist, Senior Data Scientist","Mr Price Group, Ocado",16,University of Pretoria/Universiteit van Pretoria,"Bachelor of Science (BSc) Honours, Computer Science","analytics, sql, combinatorial optimization, neural networks, data analysis, big data, business analysis, java, data science, eclipse, analysis, algorithms, software development, databases, programming, data mining",,
||Microsoft Certified :Azure Data Scientist Associate ||Data Analyst||Machine Learning & AI|Quantitative Analysis ||Maths Specialist /Coach ||Data Engineer,"Durban, KwaZulu-Natal, South Africa",South Africa,Primary/Secondary Education,"Data Scientist, Mathematics Educator||Data Scientist - Freelance, Junior Data Scientist, Teacher Mathematics, Mathematics Coach||Data Scientist - Freelance","Hippo Valley Estates, Matthews Phosa, Mathews Phosa College |First Ready Developments, Matthews Phosa , Durban University of Technology, Chiredzi Town Council, Zim Couriers, PMSI",19,"SIIT - Scholars International Institute Of Technology, University of South Africa/Universiteit van Suid-Afrika, WorldQuant University, WorldQuant University, Midlands State University, Contemporary Technology University, WorldQuant University, ************ ********** **********, WorldQuant University, University of South Africa/Universiteit van Suid-Afrika, WorldQuant University","Diploma, Data Science, Post Graduate Certificate in Education (PGCE), Applied Data Science ll: Machine Learning & Statistical Analysis, Honors, Applied Data Science I: Scientific Computing & Python, Honors, Bsc(Hons ) in Mathematics, Msc Computer Science - Data Science and Applied Artificial Intelligence, Msc Financial Engineering, PGCE, Msc Financial Engineering",,"Data Cleaning and Preprocessing with Pandas, Microsoft Certified: Azure Data Scientist Associate, Deep Learning with Tensorflow 2, Microsoft Excel 2019/365, Intermediate Machine Learning, What is Data Science, SQL, Python Programmer Bootcamp, Introduction to machine learning, Machine Learning Explainability, Machine learning in Python, Introduction to the 4IR in South Africa, Credit risk modeling in python, Microsoft Certified: Azure Data Engineer Associate, Artificial intelligence in 4ir, Virtual Experience Program Participant( Home Loan Eligibility: Machine Learning Model with Python), Power BI, Applied Data Science lI: Machine Learning & Statistical analysis (with honors), Applied Data Science I: Scientific Computing & Python (with honors), Data processing with NumPy, Design Monitoring and Evaluation",GitHub link: 🔗👇
Technical Product Owner - Control Tower|Senior Engineer|MSc Data Science|Optimization Analyst|Statistician,Durban Metropolitan Area,South Africa,,"Private Teacher, Data Scientist, Software Developer, Online Maths educator, Optimization Analyst, Senior Engineer & Business Consultant, Business Intelligence Developer, Youth Volunteer, Technical Product Owner - Control Tower","Ensight Energy Solutions, Self-employed, Sathya Sai International Organisation, Opsi Systems, Advantage Learning Technologies",9,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, Goerge Campbell School of Technology","Master of Science - MS, Data Science, Cum Laude, BSc, Applied Mathematics and Statistics, BSc Honours, Statistics, Summa cum laude, Master of Science - MS, Data Science, BSc Honours, Statistics, High School Diploma",,,
Data Scientist |  Researcher,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Graduate Data Scientist (AI Team), Ad Hoc Lecturer, Facilitator","Games Global, Imsimbi Training, University of KwaZulu-Natal",2,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal","Master of Science, Data Science, Cum Laude, Bachelor of Science (M-Stream), Summa Cum Laude, Bachelor of Science Honors, Statistics, Summa Cum Laude",,Time and Task Management,
Senior Manager II - Data Science (MBA & MCom Statistics) | Walmart International,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Statistical Analyst, Data Scientist, Junior statistical analyst, Lecturer's Assistant, Senior Manager II - Data Science, Junior Lecturer, Senior Manager II - Data Science (Merchandise Lead)","Makro South Africa, Massmart, BSG, Capitec Bank, Walmart, Tritech Media (SA), Stellenbosch University",12,"GIBS Business School (Gordon Institute of Business Science), GIBS Business School (Gordon Institute of Business Science), Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University/Universiteit Stellenbosch, GIBS Business School (Gordon Institute of Business Science), GIBS Business School (Gordon Institute of Business Science), De La Salle Holy Cross College Johannesburg South Africa","Master of Business Administration - MBA, Business Administration and Management, General, Master of Business Administration - MBA, Bachelor's Degree, Investment Management, Honours degree in Commerce, Statistics, Master's Degree, Statistics, Postgraduate Diploma (PGDip), Business Administration and Management, General (Cum Laude), Postgraduate Degree, Business Administration and Management, General, IEB Matric Certificate",,"Convolutional Neural Networks, Data Science for Managers, DeepLearning.AI TensorFlow Developer, Big Data with R Track, Leading People and Teams Specialization, NVIDIA DLI – Applications of AI for Anomaly Detection, Neural Networks and Deep Learning, Building Web Applications with Shiny in R, Data Scientist with Python, Data Scientist with R, NVIDIA DLI - Fundamentals of Accelerated Data Science with RAPIDS, Deep Learning Specialization, GIBS Online AI in Business, Structuring Machine Learning Projects, Executive Data Science Specialization, Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, Hadoop 101, Leading with Intelligent Disobedience, Sequence Models, Agile Crash Course: Agile Project Management",
Data Engineer at Ignition Group  | Data scientist | Data Flow Orchastrator | Python Programmer | Aws Certified Cloud Practitioner,Durban Metropolitan Area,South Africa,,"Data Scientist, Data Engineer",Ignition Group,5,"ExploreAI Academy, University of Cape Town, EXPLORE Data science academy, Walter Sisulu University, Elangeni FET College","Data Science, Information Technology, Data Science With Python, Telecommunications Technology/Technician, NQF LEVEL 5, Data science, S2, Electrical | Electronics Systems and  control, N2-N6, Electrical and Electronics Engineering",,"Snowflake Decoded - Fundamentals and hands on Training, Python crash course, Agile Crash Course: Agile Project Management; Agile Delivery, AWS Essentials, Getting Started with Google Office: Docs, Sheets, Slides, SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL, Workshop in Probability and Statistics, AWS Certified Cloud Practitioner, Microsoft SQL from A to Z, Power BI A-Z: Hands-On Power BI Training For Data Science!, Shell, Data Visualization using Python",
Standard Bank Graduate Trainee - Data Scientist | MSc.Eng. Candidate for the Systems Modelling and Data Analysis Research Group [UKZN],"Durban, KwaZulu-Natal, South Africa",South Africa,Chemicals,"Quants Exploration Delegate, Tutor, Data Scientist, Graduate Student Research Assistant (UTLO)","Standard Bank South Africa, Nedbank Corporate and Investment Banking, University of KwaZulu-Natal",3,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, Phoenix Secondary School, University of KwaZulu-Natal, University of KwaZulu-Natal","BScEng (Hons) Chemical Engineering, Chemical Engineering, Graduated, Master of Science in Engineering (Chemical), Artificial Intelligence, Data Science, and Machine Learning, BScEng (Hons) Chemical Engineering, Chemical Engineering, High School, Mathematics And Science, Matric - 2013, BSc (Hons) Chemical Engineering, Chemical Engineering, Bachelor’s Degree, Chemical Engineering","chemistry, aspen plus, physics, matlab, engineering, information technology, calculus, microsoft office, chemical engineering",,
GIS and Data Scientist at One Ocean,"Durban, KwaZulu-Natal, South Africa",South Africa,,"GIS Analyst and Data Coordinator, EKZNW Marine protected area stakeholder engagement assistant/Marine protected area Research Intern, Marine Protected Area Monitoring and Surveillance Intern, Promoter, GIS and Data Scientist, Sales Assistant, GIS and Data Manager Technician","WESSA (Wildlife and Environment Society of South Africa), WILDTRUST, Marketing to the Max, One Ocean, Truworths, WILDOCEANS- WildTrust",8,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal","Environmental Science, Bachelor of Science - BS (Hons), Environmental Science, Master of Science - MS, Environmental Science",,,
"UKZN Alumnus| Data Science Graduate| Computer Science, Statistics & Mathematics|","Durban, KwaZulu-Natal, South Africa",South Africa,,"COMP201(Data Structures) Demonstrator, Graduate Data Scientist","FNB South Africa, University of KwaZulu-Natal",3,University of KwaZulu-Natal,"BSc (Data science), Computer Science, Statistics and  Mathematics",,,
Data Scientist |  Lifeguard | Software Engineer,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Data Scientist, Data Analyst, Data Scientist Student","LexisNexis, FNB South Africa, ExploreAI Academy",3,"Earlington High School, Explore Data Science Academy, University of South Africa/Universiteit van Suid-Afrika","NSC certificate, -, Bachelor of Science - BS, Computer Science, Completed 1st year with 7 out of 10 distinctions and 2nd year with 6 out of 10",,"Intermediate Data Visualization with Seaborn, Data Manipulation with pandas, Introduction to Importing Data in Python, Intermediate Importing Data in Python, Python Data Science Toolbox (Part 2), Data Science Certification, Introduction to Data Visualization with Matplotlib, Intermediate Python, Python Data Science Toolbox (Part 1), Introduction to Data Visualization with Seaborn","Climate Change Belief Tweet Classifier App, Load shortfall Predictor Application, Movie Recommendation App"
Diploma in ICT in App Dev Graduate || Advanced Diploma in ICT Graduate|| Bachelor of ICT Honours Graduate || AZ-900 Microsoft certified.,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Data Scientist, Administrative Assistant, Student Tutor, Student Library Assistant (SLA), TFL TUTOR, Back-End Web Development programme, Virtual Cloud Training + Internship","CodSoft, alx_africa, DUT CELT DEPARTMENT, Durban University of Technology, Durban University of Technology (Faculty of Arts and Design), DUT Library Department, Exlearn Technologies",3,"Durban University of Technology, Durban University of Technology, Durban University of Technology, Amajuba TVET College, Durban University of Technology, Amajuba TVET College, Durban University of Technology, Durban University of Technology, Amajuba TVET College, Durban University of Technology","Bachelor of ICT Honours, Information and Communications Technology (ICT), Completed, Advanced Diploma, Information and Communication Technology (ICT), Completed, Bachelor of ICT Honours, Information and Communications Technology (ICT), In progress, Nated: N1-N3, Mechanical Engineering Fitting and turning, Completed, Diploma in ICT, Applications Development, Completed, Nated: N1-N3, Mechanical Engineering Fitting and turning, 65%, Diploma in ICT, Applications Development, 77%, Advanced Diploma, Information and Communication Technology (ICT), In progress, Nated: N1-N3, Mechanical Engineering Fitting and turning, Diploma in ICT, Applications Development",,,
Data analyst at NECT,Durban Metropolitan Area,South Africa,,"Field Operations, Data Scientist, Data visualisation analyst, Data Analyst","MANCOSA, National Education Collaboration Trust, Statistics South Africa, PESO HOLDINGS",4,,,,,
Data Scientist at Ctrlroom,"Durban, KwaZulu-Natal, South Africa",South Africa,Online Media,Data Scientist,Ctrlroom,11,,,,,
Data Scientist at KTG,"Durban, KwaZulu-Natal, South Africa",South Africa,,Data Scientist,KTG,0,,,,,
Business Analyst at Capitec Bank,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Compliance Test Engineer, Data Scientist, Business Analyst, Senior Compliance Test Engineer , Senior Compliance Test Engineer","Capitec, eCOGRA (eGaming Compliance Services Limited), Marshalls World of Sport, TransgressiveX",7,Pearson Institute,"Bachelor of Science - BS, Information Technology",,"Holding Yourself Accountable, Prioritizing Your Tasks, Preparing for Successful Communication, Communication within Teams, Business Analysis Foundations, Interpersonal Communication, Improving Your Judgment for Better Decision-Making, Leading Yourself, AWS Certified Cloud Practitioner, Project Management Foundations, Leading without Formal Authority",
Data Scientist | Predictive Modeling | Cloud Data Analytics | Snowflake | Behavioral Economics,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Administrative Assistant, Stock Controller, Stock Controller & Pricing Analyst, Tutor, Commerical Analyst, Junior Data Scientist","Maggie Pillay and Associates, ADMT, University of Cape Town, Ignition Group",10,"University of Cape Town, Durban High School","Bachelor of Business Science, Economics, National Senior Certificate, Bachelor’s Pass",,,
Chief Technology Officer,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Director, Candidate Electronics Engineer, Lead Data Scientist, Junior Engineer, Data Scientist / Machine Learning Specialist, Chief Technology Officer","Denel Dynamics, Cognizance Processing, Future Fragment, Keystone - Actionable Insights, Delivered, Exolution Technologies",8,"University of KwaZulu-Natal, University of KwaZulu-Natal","Bachelor of Science (BSc) in Electronics Engineering, Electrical and Electronics Engineering, Bachelor of Science (BSc) in Electronics Engineering",,,
Computational Linguist | Data Scientist | Azure ETL and Data Pipelines | NLP Specialist | Human Language Technologies Developer,"Durban, KwaZulu-Natal, South Africa",South Africa,,"Software Engineer, Computational Linguist, Data Scientist | Computational linguist, Isizulu what3words consultancy, Data Engineer | Computational linguist | Machine Learning (NLP Developer)","what3words, University of KwaZulu-Natal",8,"University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu Natal","Master's degree, Information Technology, Bcom Honours in Information Technology, Information Technology, Master's degree, Information Technology, In progress, Master's degree, Information Technology, In progress, Bachelor of Computer Science and IT, Information Technology",,"Data science, Machine learning and Deep learning","ISTN school project for finalist, UBhoko LukaZulu – Advisory Board Member, IsiChazamazwi sesiZulu (UNIZULU Bilingual Dictionary), MediZulu, Corpus Building dataset"
