Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Data Science & Analytics | BI & Data Engineering | Driving Business Decisions with Data,"Pretoria, Gauteng, South Africa",South Africa,Civil Engineering,"Civil Engineering Technician, Junior Project Manager, Data Scientist, Project Data Analyst, Quality Assurance, Civil engineering technician, Engineering Data Analyst, Candidate Engineering Technologist, Data Capture, Data Capturer (Infrastructure), Junior Data scientist, student, Data Scientist Intern, Technician in training","AVAX SA, Ntlemo Projects, EXPLORE AI, Enerweb, Municipal Infrastructure Agency, AVAX S.A., Aurecon, university of johannesburg, WSP | Parsons Brinckerhoff, Legal Practitioners Indemnity Insurance Fund",11,"University of Johannesburg, University of Johannesburg, Explore AI Academy, Explore Data Science Academy, University of Johannesburg","National diploma, Civil Engineering, B-Tech, Civil Engineering :Water, Higher Certificate, Higher Certificate","microsoft access, microsoft office, microsoft powerpoint, microsoft excel, microsoft word","Statistics for Data Science with Python, AWS Certified Cloud Practitioner, Databases and SQL for Data Science with Python, Python for Data Science, AI & Development",
Business Intelligence Analyst,"Pretoria, Gauteng, South Africa",South Africa,Information Technology & Services,"Operational Reference Data Analyst, Mobile Application Developer Trainee, Data Scientist Internship, Data Analyst, Student Tutor, Business Intelligence Analyst, Data Science Intern","Gijima, FNB South Africa, mLab South Africa, University of Venda, Standard Bank",8,"University of Venda, University of South Africa/Universiteit van Suid-Afrika, University of Venda for Science and Technology, University of Venda for Science and Technology","Bachelor's degree, Computer Science and Information Systems, Honours, BSc Honours In Computing, Bachelor of science in computer science, Computer and Information Sciences, Bachelor of science in computer science, Computer and Information Sciences ",,"Ionic Developer, SQL and Relational Databases 101, Introduction to Python, Power BI- Data Analytics & Business Intelligence, Python 101 for Data Science, Introduction to Data Science, Introduction to SQL, R 101, Joining Data in SQL, Introduction to Natural Language Processing in Python, Data Analysis in Excel",
Data Scientist|FNB,"Pretoria, Gauteng, South Africa",South Africa,Chemicals,"Quantitative Analyst Graduate Trainee, Data Scientist",FNB South Africa,3,"University of Pretoria/Universiteit van Pretoria, University of Pretoria, University of Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Bachelor of engineering, Chemical engineering, Master of Engineering - MEng, Chemical Engineering, Master of Engineering - MEng, Chemical Engineering, Bachelor of Engineering - BE, Chemical Engineering (Hons), Bachelor of engineering , Chemical engineering, Bachelor of engineering , Chemical engineering ","public speaking, engineering, microsoft office, strategic planning, research, powerpoint, customer service, project management, microsoft excel, management, leadership",,
<Data Scientist|Data Analyst|Business Intelligence>,"Pretoria, Gauteng, South Africa",South Africa,,"Web Developer, Developer, Data Scientist, Control and Instrumentation Specialist","Self Employed, Self-Employed, Freelance",19,,,,,
AI Solutions Director,"Pretoria, Gauteng, South Africa",South Africa,,"Technical Delivery Lead, Data Scientist, AI Solutions Director, Private Tutor, Technical Lead | Data Scientist, Academic Tutor, Data Science Intern","Sand Technologies, University of Pretoria/Universiteit van Pretoria, ExploreAI, Self-employed",10,"University of Pretoria/Universiteit van Pretoria, ExploreAI Academy, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","Honours, Genetics, Distinction, Certificate, Data Science, Distinction, Master's degree, Molecular Genetics, BSc, Biotechnology, Distinction",,,
Data Scientist,"Pretoria, Gauteng, South Africa",South Africa,,"Service Specialist, Specialist Data Scientist, Service specialist, Product Specialist, Data Science Intern, Junior Data Engineer","Momentum, Kindle Insurance Technologies, Samsung Mobile, Explore Data Science Academy, Vodacom",11,"University of South Africa/Universiteit van Suid-Afrika, University of KwaZulu-Natal, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika","Bachelor of Commerce, Informatics, Postgraduate Diploma, Data science, Bachelor of Commerce - BCom, Informatics, Bachelor of Commerce - BCom, Information Technology",,"Introduction to Linear Modeling in Python, Open Source tools for Data Science, Introduction to Natural Language Processing in Python, Intermediate Python, Introduction to Relational Databases in SQL, Machine Learning with Tree-Based Models in Python, Generative AI with Large Language Models, Data Manipulation with pandas, Introduction to Data Visualization with Matplotlib, AWS Partner: Sales Accreditation (Business), What is Data Science?, AWS Partner: Cloud Economics Accreditation, United Nations Global Compact SDG Innovation Accelerator, Sentiment Analysis in Python, Intermediate Data Visualization with Seaborn, Introduction to Python, Amazon Web Services Cloud Practitioner, AWS Partner: Accreditation (Technical), Data Science Methodology, The Data Science Course 2020: Complete Data Science Bootcamp",
Quantitative Analyst at Wesbank,"Pretoria, Gauteng, South Africa",South Africa,,"Welder, Mathematics Tutor, Data Scientist, Quantitative Analyst, Graduate Student","Protec, WesBank, KK Welding, FNB South Africa",6,University of Pretoria/Universiteit van Pretoria,"Bachelor's degree, Actuarial Science",,,
Health Data Scientist | MSc Computational Analytics Student  | BEng Electronic Engineer,"Pretoria, Gauteng, South Africa",South Africa,,"Junior Engineer, Cloud Engineer, Summer Intern, Data Scientist","Tangent Solutions, Storage Management Solutions, Insight Actuaries & Consultants",6,"Georgia Institute of Technology, Georgia Institute of Technology, University of Pretoria/Universiteit van Pretoria","Master's degree, Statistics, Data Analytics and Business, Master's degree, Statistics, Data Analytics and Business, Bachelor of Engineering - BE, Electrical and Electronics Engineering",,"Microsoft Certified: Azure Administrator Associate, HashiCorp Certified: Terraform Associate, AI in Healthcare Specialization (Stanford University), Python 3 Specialization, Microsoft Certified: Azure Data Engineer Associate, Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure Fundamentals, Microsoft Certified: Power BI Data Analyst Associate",
Co-founder | Certified Data Scientist | 2+ Years Experience Developer | AWS Cloud Practitioner Certified | IBM Certified | Open to collaboration and continuous learning,"Pretoria, Gauteng, South Africa",South Africa,Information Technology & Services,"Data Science Trainee, Trainee Manager (Full stack Development, Testing and Support ), Consultant (IT Professional), Data Science and Business Intelligence Learner, Computer Science Lab Assistant, Trainee Manager (Servers , Database, Software Development, Testing, Support), Assistant (Full Stack Development), Python Developer, Information Technology And Services Professional, Junior Developer - Development and End-User Support, Intermediate Full Stack Software Engineer, Data Analytics Consultant, Power BI Intern, Junior Developer (Full Stack Development , Testing and Course Admin), Assistant (Full Stack Development , testing and Support), Trainee Manager - Developer, Data Scientist && Developer, Cloud Support Engineer ( Cloud Services, Configuration and troubleshooting), Junior Developer~remote, Computer Science Laboratory Assistant, Junior Software Developer, IT Professional (Full stack Development, Testing and Customer Support ), IT Professional, Web and Mobile Developer, Intern~remote, Data Science Learner, Business Owner and Developer, Data Science Internship, Machine Learning Intern, System Developer, Data Science, Assistant ( Mathematics), Assistant ( Data , Full Stack Development, Testing, and Troubleshooting ), Engineer Intern, Junior Developer, Director, Cloud Support Engineer ( Full Stack Development , Testing, Customer Support , and Cloud Services), Full Stack Engineer, Data Science Intern, IT Professional (Full stack Development, Testing and Support ), Cloud Engineer Support ( Cloud Services and IT support), Full Stack Software Engineer, Trainee Manager - Development and End-User Support, Developer-Trainee Manager, Assistant ( Data and Full Stack Development), Developer, Assistant ( Database , Web Development and Testing), Web Developer, Trainee Manager (Full-stack Developer, Testing, Support), Intern, Junior Developer (Full stack Development, Testing and Support )","Public Sector, RJ Digitals Group, remote work, Hamoye.com, Consultant (IT Professional), Public Sector South Africa, University of Limpopo, Freelance, KIT KAT GROUP PTY LTD, DARDLEA Mpumalanga, Mzansi Connect Technologies, Deviare, Limpopo department of Education, Private Company, Freelancer, Mzanzi Connect Technologies, Cognifyz Technologies, Freelance Consultant",7,"Simplilearn Alumni, University of Limpopo, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika, University of Limpopo, Pluralsight, Pluralsight, Pluralsight, Simplilearn Alumni, Simplilearn Alumni, Tshwane North College, University of Limpopo, University of Limpopo, Pluralsight, MTN Business App Academy, University of Limpopo, Simplilearn Alumni, University of Limpopo, Simplilearn Alumn, Simplilearn Alumni, Tshwane North College, University of Limpopo, Simplilearn Alumni, Simplilearn Alumni, University of Limpopo, Tshwane North College TVET, University of Limpopo, Simplilearn Alumni, Makgofe High School, University of Limpopo","DATA SCIENTIST MASTER’S PROGRAM, Data Science and Business Intelligence, BSc Computer Science and Statistics, Mathematical Sciences, Bachelor of Science, BSc General, Bachelor of Science - BS, Computer Science, Certificate, React Learning Program, Google Africa Developer Scholarship 2022 program, Google Cloud, GADS 2022 program, Cloud Engineer, Certificate, All-in-One Javascript Development Suite, Certificate, React js, Nated Certificate, Electrical Engineering, BACHELOR OF SCIENCE (COMPUTATIONAL & MATHEMATICAL SCIENCES), COMPUTER SCIENCE, MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS, BACHELOR SCIENCE (MATHEMATICAL SCIENCES), COMPUTER SCIENCE, MATHEMATICS AND STATISTICS, Google Africa Scholarship Program, Cloud Engineer, Certificate, Mobile Apps Development, BSc Mathematical Sciences, Computer Science and Statistics, Certificate, Data Science and Business Intelligence, Bachelor of Science - BS Mathematical Sciences, Computer Science, Mathematics, and Statistics, Certificate, Data Science and Business Intelligence, Data Science and Business Intelligence, Nated Studies, Electrical Engineering (Heavy Current), Bachelor of Science - BSc Mathematical Sciences, Computer Science, Master programme Data Scientist, Data Science and Business Intelligence, Masters programme Data Scientist, Data Science and Business Intelligence, Bachelor of Science, Computational and Mathematical Sciences, Nated, Electrical Engineering(Heavy Current), Bachelor of Science, Computer Science and Mathematical Sciences, Master programme Data Scientist, Data Science and Business Intelligence, 86%, Grade 12, Mathematics and science stream, Bachelor's degree, Computer Science",,"Feature Engineering, programming with python 3.x, Predict Employee Turnover using IBM Watson Studio, Introduction to the Threat Landscape 2.0, Solving Problems with Critical and Creative Thinking, Data Understanding and Preparation, MTN Business App Academy, Getting started with AWS, Data Science Capstone, Master programme Data Scientist, Data Science Fundamentals, Data Science with R, Artificial Intelligence V2, AWS Certified Cloud Practitioner, Find Valuable Insights with IBM Watson, Machine Learning, Communicating Insights, Data Science with SAS Training, Pandas, MongoDB Developer and Administrator, A certificate of Master programme Data Scientist, Cluster Analysis, Getting Started with AWS, Data Science with Python, Build CRUD REST API in Django, Predict Employee Turnover, Interpersonal Skills, Database Design and Diagramming in Dia, Collaborate Effectively, Statistics Essentials for Data Science, Present with Purpose, Machine Learning Advanced Certification Training, Python , Data Scientist - Master's Program, Python, Analyze and predict heart failure, Cyber Security: Info Security, Combat Cyber Threats, ChatGPT, Delivering Quality Work with Agility, Build a Backend REST API with Python & Django - Advanced, Data Cleaning, Deploy a BERT question answering bot on Django, React & Django Full Stack: web app, backend API, mobile apps, Core java, Agile Scrum Master, Andela React Learning Program, Identify Potential Repeat Customers for Your Business, Certification of Competency in Business AnalysisTM(CCBA®) Certification, Intermediate Machine Learning, Power BI, Google Africa Developer  Training Program, Tableau Desktop 10, Money Skills, Analyzing and Predicting Heart Failure on IBM Cloud, Getting started with DevOps, Advanced SQL, Data Visualization, Advanced Search Engine Optimization Certification Program, Big Data Hadoop and Spark Developer, Odoo: The complete Master Class: Beginner to Professional, Full stack web development and AI with Python (Django), Entrepreneurial Skills, Certification of Competency in Business Analysis (CCBA), Watson Machine Learning, Identify Potential Repeat Customers, Introduction to Big Data and Hadoop, Detect Fraud Using Visual Recognition, PMI-ACP®, data science with R, Programming with Python 3.X, Regression, Classification, Cybersecurity Fundamentals, Certified SAS base programmer, Computer Vision V2, People Skills, Git",
Data and Business Development Lead,"Pretoria, Gauteng, South Africa",South Africa,,"Junior Statistician, Data Scientist, Tutor and teaching assistant, Data Analyst, Bookshop assistant, Tutor, Statistical Intern","22seven Insights, Klofie Boekwinkel & Garsie Boekwinkel, Ask Afrika (Pty) Ltd, University of Pretoria/Universiteit van Pretoria, Private",9,"University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria","BSc Mathematical Statistics, Statistics, Honours, MATHEMATICS AND STATISTICS, Honours, Mathematics and Statistics",,"Member, Golden Key International Honour Society, AWS Cloud Quest: Cloud Practitioner",
Principal Clinical Data Scientist at Bioforum the Data Masters,"Pretoria, Gauteng, South Africa",South Africa,,"Clinical Data Specialist, Principal Clinical Data Scientist, Technical Designer, Associate Clinical Data Manager, Senior Data Manager","Bioforum the Data Masters, IQVIA, ICON plc",11,University of the Free State,"Bachelor's degree, Communication and Media Studies",,,
CEO & Founder at Data Rights South Africa #LegalTech #LegalInnovation #AccessToJustice,Pretoria Metropolitan Area,South Africa,Information Technology & Services,"Product Subject Matter Expert, Chief Software Architect, Data Scientist, CEO & Founder, Senior Consultant Customer Care & E-Commerce, Founder","Data Rights South Africa, CMG TCU4, American Management Systems Netherlands, Magi Europe B.V., Metonymy B.V. & Metonymy (Pty) Ltd, Telkom SA, Knowblet Data Sciences",30,"Technische Universiteit Delft, Hogeschool Venlo, Nutschool Laan van Poot, The Hague, Nutschool Laan van Poot, The Hague, Groen van Prinsteren Scholengemeenshap, The Hague, Hogeschool Venlo, Technische Universiteit Delft","Information Systems, Technical Informatics, Materials Management & Physical Distribution Management, -, Atheneum, , Materials Management & Physical Distribution Management, , Information Systems, Technical Informatics","management consulting, credit management, data sciences, business intelligence, mysql, web services, telecommunications, java, jquery, tomcat, direct marketing, outsourcing, big data",,
Data Scientist at Sand Technologies,"Pretoria, Gauteng, South Africa",South Africa,,Junior Data Scientist,"Sand Technologies, ExploreAI",2,"Pretoria Boys High School, ExploreAI Academy, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University, Stellenbosch University","-, Data Science, Bachelor of Science - BS, Conservation Ecology & Entomology, Bachelor of Science - BS, Conservation Ecology & Entomology, Bachelor of Science - BSc, Conservation Ecology & Entomology",,"Microsoft Certified: Azure Data Fundamentals, edX Verified Certificate for Statistics and R",
