Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
AI Research Engineer @ InstaDeep | X17,"City of Cape Town, Western Cape, South Africa",South Africa,,"Président, Data Scientist, Machine Learning research intern, Research Internship, Vice Chairman, Aspirant, Machine Learning researcher intern, Research Assistant Internship, AI Research Engineer, Research Assistant","Gendarmerie Nationale, Accenta.ai, Cabinet Start-Up, Imperial College London, InstaDeep Ltd, Polytechnique Montréal, Binet FUN - association de sports de glisse de l'Ecole polytechnique, DreamQuark",8,"Saint Louis de Gonzague-Franklin, Collège Stanislas Paris, Imperial College London, École Polytechnique","Baccalauréat, Preparatory Class, Physics and Mathematics, Master of Science - MSc, Computing (Machine Learning & Artificial Intelligence), Master, Applied Mathematics, Computer Science (Machine Learning)",,,"Autonomous car racing agent, Creation of a website for a student's club, House prices prediction, Link prediction on the French web"
HR: Learning Experience | L&D |Data Science,"Cape Town, Western Cape, South Africa",South Africa,,"English Educator, Data Science Practicum, Skills Enablement Analyst, Training Support Coordinator, English and Psychology Tutor, Skills Enablement Graduate, Data Scientist Trainee, Online English Tutor, English Tutor, English Teacher, Bookstore Assistant, Skills Enablement Facilitator","CSG, Bargain Books, HyperionDev, The Really Great Teacher Company, EPIK (English Program in Korea), Tutor with Preply",7,"University of KwaZulu-Natal, HyperionDev, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, University of KwaZulu-Natal, Greenbury Secondary School","Postgraduate Diploma in Human Resource Management, Law and Management Studies, Cum laude, Bootcamp, Data Science, Bachelor of Social Science (General and Industrial Psychology), PSYCHOLOGY, Bachelor of Social Science (Honours), PSYCHOLOGY, Postgraduate Diploma in Human Resource Management, Law and Management Studies, Pass with distinction, Bachelor of Social Science (General and Industrial Psychology), Psychology, Bachelor of Social Science (Honours), Psychology, Postgraduate Diploma in Human Resource Management, Law and Management Studies, National Senior Certificate",,"People Analytics, Brain-Based Elearning Design, Using Neuroscience for More Effective L&D, Dialectical Behaviour Therapy (DBT) Certification, Rational Emotive Behaviour Therapy (REBT) Certification, Organizational Learning and Development, Cognitive Behaviour Life Coach Certification, Human Resources Foundations, Human Resources: Payroll, Teaching English as a Foreign Language (TEFL), Learning Confluence Administration, Canva: Web and Digital Design Projects",
Head of Curriculum & eLearning at Shaper,"City of Cape Town, Western Cape, South Africa",South Africa,Renewables & Environment,"Data Scientist, Vacation Student, Head of Learning Experience Design, Programme Manager -  Renewable Energy EPPEI (Eskom Power Plant Engineering Institute), Head of Curriculum - Data Analytics, Data Science, and Data Engineering, Data Scientist - Instructional Designer, Head of Curriculum & eLearning, Postgraduate Student, Content Developer, Administrator - Power Systems Research Group, Research Assistant","Electrical & Electronic Engineering Department (Stellenbosch University), Centre for Renewable and Sustainable Energy Studies (CRSES), Department of Electrical Engineering, Stellenbosch University, ExploreAI, Explore Data Science Academy, Centre for Renewable and Sustainable Energy Studies, Shaper, Blue Cube Systems Mineral Analysers, Stellenbosch University, Sand Technologies, SmartGrid Technologies (Pty) Ltd, Reutech Radar Systems",12,"Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University, Stellenbosch University, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University/Universiteit Stellenbosch","Bachelor’s Degree, Mechatronic Engineering, Master’s Degree, Electrical and Electronics Engineering, Solar, Doctor of Philosophy - PhD, Energy Meteorology - Solar Energy, Doctor of Philosophy - PhD, Energy Meteorology - Solar Energy, Bachelor's Degree, Mechatronic Engineering, Master's Degree, Electrical and Electronics Engineering, Solar, Bachelor of Engineering (BEng), Mechatronic Engineering","creative problem solving, linux, sql, microsoft office, python, matlab, plc programming, assembly language, professional writing, autocad, microsoft sql server, embedded c, java, design research, c, latex, microsoft excel","The Git & Github Bootcamp, McKinsey Forward Program, Adobe Illustrator CC Mastery: Zero to Hero in Illustrator",
Data Engineer at SAND Technologies🚀,"Cape Town, Western Cape, South Africa",South Africa,,"Managing Partner and Co- Owner, Data Engineer, Data Scientist, Junior Data Scientist, Managing Partner, Internship, Co-Founder, Market Research Analyst, Data Science Intern","TutorElite, ExploreAI, Alexander Forbes, EXPLORE-AI, EXPLORE AI, Fintec Labs, Sand Technologies, Aces Tutoring",9,"Durbanville High School, Stellenbosch University/Universiteit Stellenbosch, ExploreAI Academy, Stellenbosch University/Universiteit Stellenbosch, ExploreAI Academy, EXPLORE Data Science Academy, Durbanville High School, EXPLORE Data Science Academy, Durbanville High School, Explore Academy, Stellenbosch University/Universiteit Stellenbosch","-, Bachelor of Commerce (BCom), Financial Planning and Project Management, Data Science Bursary, Bachelor of Commerce (BCom), Financial Planning and Project Management, Data Science Bursary, Data Science Course, -, Data Science Degree Program, 12, Data Science degree program, Bachelor of Commerce (BCom) Financial Planning, Financial Planning and Services",,"Introduction to Power BI, AWS Machine Learning Engineer Nanodegree, Introduction to Tableau, Microsoft Certified: Azure Data Fundamentals, Data Manipulation with Pandas, Introduction to Relational Databases in SQL, Introduction to Programming Using Python, Data science full time course, Intermediate Python, Introduction to SQL Server, Intermediate SQL Server",
Data & Reporting Analyst,"Cape Town, Western Cape, South Africa",South Africa,,"Data Analyst, Waiter/Barista, Data Scientist, Data and Reporting Analyst","BCX, DE VILLIERS CHOCOLATE, ExploreAI, Cognician",5,"ExploreAI Academy, IU International University of Applied Sciences","Higher Certificate, Data Science, Bachelor of Applied Science - B.Sc., Industrial and Organizational Psychology",,,
"Software Engineer • Networking, Observability, Kubernetes","City of Cape Town, Western Cape, South Africa",South Africa,,"Electrical Engineering Mentor, Fellow, Student Brand Manager, Computer Science Tutor, Software Engineer, Junior Data Scientist, Software Engineer - Platform, Senior Software Engineer, Marketeer, Head of Corporate Relations, Intern, Data Science Intern, Candidate Fellow","UCT Cryptocurrency and AI Society, Red Bull, Gravity Ideas, DataProphet, Aerobotics, University of Cape Town, Fly.io, Quillo, Allan Gray Orbis Foundation",9,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town","Master of Science in Engineering, Electrical and Computer Engineering, Bachelor of Science in Engineering, Computer Engineering, Bachelor of Science in Engineering, Electrical and Computer Engineering, Bachelor of Science in Engineering - BSc Eng, Electrical and Computer Engineering","python, administration, terraform, team motivation, python (programming language), amazon web services (aws), rust (programming language), computer networking, design thinking, leadership",,
Data scientist | Spatial ecologist | Endurance sports in my spare time :),"City of Cape Town, Western Cape, South Africa",South Africa,Environmental Services,"GIS & Geomorphology Lecturer, Post-doctoral Fellow, Assistant Swim Coach, Senior Research Officer: Data scientist, Geographical Information Systems (GIS) lecturer, Data Manager, Development Officer, Researcher, Contract geosciences lecturer, Graduate assistant, Contract GIS consultant, Student supervision, GIS consultant, Independent Contractor - GIS, Demonstrator, GIS lecturer, Data Analyst, Postdoctoral Fellow, PhD Candidate, Lecturer","University of Cape Town, Nelson Mandela Metropolitan University, CSS, Rhodes Soccer Committee, SRK Consulting, South African Environmental Observation Network (SAEON), University of KwaZulu-Natal, Infinity Swimming Acadamy, University of the Western Cape, Rhodes University, Mapthis, Grahamstown, Alliance of Bioversity International and CIAT",18,"Rhodes University, Rhodes University, Rhodes University, Nelson Mandela Metropolitan University, Rhodes University","Bachelor of Science, Zoology and Geography (with distinction), Bachelor of Science Honours, Geography (with distinction), Master of Science, Geography, Distinction, Doctor of Philosophy (PhD), Wetland ecology, Bachelor of Science, Zoology and Geography (with distinction), Bachelor of Science Honours, Geography (with distinction), Master of Science, Geography (with distinction)","arcgis, environmental impact assessment, marine mammals, gps, environmental awareness, data analysis, water resources, lecturing, ecology, excel, environmental science, statistics, microsoft office, biodiversity, gis analysis, microsoft excel, environmental, field work, report writing, coastal, geography, science, water, gis, geology, wetlands, geomorphology, writing, research, spatial analysis, water quality, spatial, marine biology","Class B coastal skipper < 9 m vessel, First Aid Level 1, Learn to Swim Instructor, CREDE: GCP Beginner course","Factors influencing wetland distribution and structure, including ecosystem function of ephemeral wetlands, in Nelson Mandela Bay Municipality (NMBM), South Africa, NeuroDev, Heuningnes-Nuwejaars Phase II - Ground and surface water interactions at a catchment scale, Akili"
Data Engineering at Yoco,"City of Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Lead Data Engineer, Technical Product Manager, Programme Manager: Data Engineering, Data Scientist, Lead Data Scientist, Manager: Data Engineering (interim), Data Engineering","Yoco, Anmut",8,,,"teamwork, data analysis, analytics, interpersonal leadership, communication, project management, economics, credit risk, python, microsoft office, xgboost, data modeling, financial modeling, financial analysis, mathematical statistics, sql, microsoft excel, management, corporate finance, crm, business analysis, powerpoint, team coordination, analysis, data mining, data science, risk management, r, customer relationship management (crm), research, mathematical modeling, sas e-miner, sas, english, data manipulation, client relations","MITx: Introduction to Computational Thinking and Data Science (Python), Microsoft: Introduction to R Programming, Data Streaming NanoDegree, Duolingo French Fluency: Elementary (Estimated), AI for Trading, DBT Fundamentals, AI for Trading NanoDegree, MITx: Introduction to Computer Science and Programming (Python), Full Stack Web Development NanoDegree, Intro to Python for Data Science, Data Engineering NanoDegree",
"Finding myself in the chaos of building a startup, and loving it 🐾","City of Cape Town, Western Cape, South Africa",South Africa,,"Jr. NLP Data Scientist, Senior MIS Executive, Financial Reporting and FP&A Manager, Data Analyst, Senior Data Analyst, Financial Planning and Analysis Specialist, Co-Founder & CEO at Vacay Sitters, Co-Founder at Vacay Sitters, MIS Executive","VIAPROM ANALYTICS, Aditi Consulting, Wipro Limited, Vacay Sitters, EXL",11,Indira Gandhi National Open University,Bachelor of Computer Applications,,"Advanced Excel Formulas & Functions, Modelling Risk with Monte Carlo Simulation, Open Source tools for Data Science, Reading Financial Statements, Python for Data Science Professional, Power Query Fundamentals, Python Fundamentals Case Study, NLP with Python for Machine Learning Essential Training, Accounting Fundamentals, Complete Python Bootcamp From Zero to Hero in Python, Sales Management Foundations, Python Fundamentals, Fundamentals of Data Analysis in Excel, Financial Statements in Power BI Case Study, Budgeting and Forecasting, Power Pivot Fundamentals, Power BI Fundamentals, Making Great Sales Presentations, Business Intelligence & Data Analyst (BIDA)®, Loan Default Prediction with Machine Learning, Classification - Fundamentals & Practical Applications, Data Prep for Machine Learning in Python, Tableau Fundamentals, Microsoft Certified: Data Analyst Associate, Business Analysis Foundations, Agile Requirements Foundations, Financial Analysis Fundamentals, Dashboards & Data Visualization, SQL Fundamentals, Tableau Trading Dashboard, Regression Analysis - Fundamentals & Practical Applications, Data Science Methodology, Word Staffing Summit 2022, Statistics Fundamentals",
Cloud Support Engineer at AWS | Data Engineer | ML Engineer,"City of Cape Town, Western Cape, South Africa",South Africa,,"Data Science Trainee, Data Scientist, Data Science Intern, Data Scientist- Assurance Capabilities, Cloud Support Engineer (Analytics), Executive Assistant To Senior Manager, Data Analyst- Assurance Capabilities, Client Services Coordinator - eNatis Office admin clerk","Department of Transport, Explore Data Science Academy, Amazon Web Services (AWS), EXPLORE-AI, TFG (The Foschini Group)",12,"ExploreAI Academy, IMM Graduate School, University of Limpopo, ExploreAI Academy, Explore Data Science Academy","National Certificate NQF5, Data Science Certification, Bachelor of Business Administration - BBA, Marketing Management (Incomplete), Bachelor of Public Administartion, Public Administration, National Certificate NQF5, Data Science Certification, 90.8, National Certificate NQF5, Information Technology - Data Science",,"Python for Data Science and AI, TensorFlow Developer Certificate in 2022: Zero to Mastery, Data Engineering Essentials, Data Science Foundations - Level 2 (V2), Intermediate Python, Machine Learning - From Basics to Advanced, Data Science Foundations - Level 1, Data Science Foundations - Level 2, Introduction to Relational Databases in SQL, Machine Learning with SciKit-Learn with Python, Data Science Certification, IBM Data Engineering Professional Certificate, Python Project for Data Engineering, SQL for Data Analysis and Data Science, Ultimate AWS Certified Solutions Architect Associate 2022, The Python Programming Comprehensive Bootcamp, Linux Administration, AWS Academy Graduate - AWS Academy Cloud Foundations","NLP-Tweet-Sentiment-Ananlysis, Machine-learning-Advanced-Regression, Movie-Recommender-System, Social Media Competitor Analysis, Hackathon:Language Identification"
Co-Founder at Southern Rock Capital,"City of Cape Town, Western Cape, South Africa",South Africa,Information Services,"Machine Learning Engineer, Data Scientist, Senior Software Developer, PHP Developer, Co-Founder, Solutions Developer","Southern Rock Capital, Praelexis, Mezzanine Ware (Pty) Ltd., GIH, 4i, Praelexis AI",14,Stellenbosch University,"Bachelor's degree, Electrical and Electronics Engineering","linux, agile methodologies, php, java, sql","Oracle Certified Associate, Java SE 7 Programmer",
Co-founder Bytefuse | Machine Learning Engineer | Cat Fanatic,"City of Cape Town, Western Cape, South Africa",South Africa,Telecommunications,"Machine Learning Engineer, Co-founder and technical lead, Discover graduate (Data Scientist), Co-founder and CEO, Co-founder and team lead, Co-founder, Vacation work, Graduate Data scientist, Technical Lead for Representation Learning, Specialist: Data Scientist","MiiPets, Alphawave, Secunda Synfuels Operations, Vodacom, ByteFuse AI, HEX Microsystems (Pty) Ltd",10,"University of Cape Town, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University","Masters in Data Science, Statistics, Bachelor’s Degree, Electrical and Electronics Engineering, Doctor of Philosophy - PhD, Electrical and Electronics Engineering",,"IP platform, Launchpad.AI Data Science , Launchpad.AI Data Science",
Applied AI Research Engineer @ InstaDeep,"City of Cape Town, Western Cape, South Africa",South Africa,Market Research,"AI Lead/Senior Manager, Analytics Hub Leader, AI Lab - Senior Manager, Data Scientist, Applied AI Engineer - Team Lead, Product Innovation Leader, AI Lab - Lead Developer/Consultant, Manager: Customer Journey Analytics, Research Executive, AI Transformation Lead, Head Tutor, Tutor, Research Consultant, Research/Data Consultant, Data Science Manager, Research Engineer - Team Lead","University of Pretoria (Department of Ancient History), InstaDeep, Genex Insights (IQbusiness), IQbusiness South Africa, iqbusiness, Telesure Investment Holdings (TIH), University of Pretoria (Department of Psychology), Liberty Group South Africa, Genex Insights, IQbusiness Insights (formerly Genex Insights), Genex Insights - Previously TMS Research and Thirty by Thirty",13,"University of the Witwatersrand, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of the Witwatersrand, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, University of the Witwatersrand","Master's Degree, Research Psychology by Coursework and Dissertation, Bachelor’s Degree, Psychology, Cum Laude, Bachelor's of Social Sciences (Honours), Psychology, Cum Laude, Master's Degree, Research Psychology by Coursework and Dissertation, Cum Laude, Bachelor's Degree, Psychology, Cum Laude, Bachelor's Degree, Psychology & Ancient History, Distinction (Cum Laude), Master's Degree, Psychology by Coursework and Dissertation (Cum Laude)","microsoft office, research, teaching, spss, higher education, data analysis, research design, critical thinking, academic writing, quantitative research, editing, psychology, statistics","Foundations of Functional Programming with purrr, Applied Machine Learning: Algorithms, Microsoft Certified: Azure AI Engineer Associate, Generative AI with Large Language Models, Introduction to R Programming, DevOps for Data Scientists, Product Management for AI & Data Science, R Programming A-Z, R Programming: Advanced Analytics In R For Data Science, Learning Data Science: Using Agile Methodology, Introduction to Deep Learning in Python",
Data Science Manager at Heineken,"City of Cape Town, Western Cape, South Africa",South Africa,,"Head of Mechatronics, Co-Founder | Videographer | Photographer, Intern, Key Account Manager, Data Scientist, Project/Sales Engineer, Project Manager, Lead Data Scientist, Junior Data Scientist, Data Science Manager, Project Engineer, Chief Operating Officer, Sales Engineer, Data Science Delivery Lead","ZF Group, Cape AI, Preview, The HEINEKEN Company, Enlabeler, Cape AI (Formerly Cape Town AI), TAKATA South Africa, Moonshop, James Walker, Takata South Africa, Distell",13,"University of Cape Town, Stellenbosch University/Universiteit Stellenbosch, Stellenbosch University, Stellenbosch University/Universiteit Stellenbosch","Postgraduate Diploma in Management in Marketing, Bachelor of Engineering - BEng, Master of Engineering - MEng, Bachelor of Engineering",,"Python for Everybody Specialization, Deep Learning Specialization,  Python for Everybody Specialization, Machine Learning",
Data and Analytical Engineer,"City of Cape Town, Western Cape, South Africa",South Africa,Research,"Content Coordinator and Production, Data Engineer, Data Scientist, Instructional and learning designer, Research and Analytics Lead, Data Analyst/Engineer, Learning Research and Analytics, Senior Data Engineer, Data Analyst, Public Lead, Research Fellow, Analytics Engineer","Pendulum Systems, Fathom Data, Exegetic Analytics, Equal Experts South Africa, Macro-Eyes, MACRO-EYES, Siyavula, Siyavula Education, The Open University, Creative Commons",14,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town","Bachelor of Science, Chemical and molecular sciences, Degree with Distinction, Honours, Biochemistry and Molecular Biology, Distinction, Master's degree, Molecular Biology, Master's degree, Plant Molecular Biology","training, biochemistry, protein expression, online publishing, webmaster services, data analysis, scientific writing, pcr, life sciences, project portfolio management, laboratory, project management, editing, content development, curriculum development, statistics, public speaking, laboratory techniques, higher education, molecular biology, lifesciences, content writing, laboratory experience, books, blogging, laboratory research, instructional design, learning technology, science, tutoring, content management, teaching, educational technology, technical writing, writing, website administration, genetics, research, curriculum design, qualitative research, e-learning, social media","edX Verified Certificate for The Analytics Edge, dbt Fundamentals, Introduction to Python for Data Science, An Introduction to Interactive Programming in Python, Intermediate R",The Thunderbolt Kids
